date,scenario,sf
2017-06-10,control,37.819571796388885
2017-06-10,irrigation,41.77890219738889
2017-06-10,irrigation stop,33.350543086083334
2017-06-11,control,35.84425847411111
2017-06-11,irrigation,43.60091959066666
2017-06-11,irrigation stop,28.530418238499998
2017-06-12,control,34.06006060333333
2017-06-12,irrigation,45.28066369561111
2017-06-12,irrigation stop,25.564302391833333
2017-06-13,control,32.533270346
2017-06-13,irrigation,45.28928327788889
2017-06-13,irrigation stop,22.72941721825
2017-06-14,control,12.889071361722223
2017-06-14,irrigation,17.947738640333334
2017-06-14,irrigation stop,10.019391262749998
2017-06-15,control,34.05841678027778
2017-06-15,irrigation,30.688458217111112
2017-06-15,irrigation stop,35.18783974266667
2017-06-16,control,50.03951767183333
2017-06-16,irrigation,45.63648220861111
2017-06-16,irrigation stop,49.448714882666664
2017-06-17,control,47.36402196527778
2017-06-17,irrigation,47.56256471216667
2017-06-17,irrigation stop,43.85619359616666
2017-06-18,control,44.51975751688889
2017-06-18,irrigation,49.10131621611111
2017-06-18,irrigation stop,38.402453345750004
2017-06-19,control,41.342738763
2017-06-19,irrigation,48.63587855883333
2017-06-19,irrigation stop,33.251000862333335
2017-06-20,control,37.63929898388889
2017-06-20,irrigation,47.65260712561111
2017-06-20,irrigation stop,27.48929400516667
2017-06-21,control,30.959087017944444
2017-06-21,irrigation,42.70962295305556
2017-06-21,irrigation stop,19.841486243916666
2017-06-22,control,33.11662017561111
2017-06-22,irrigation,47.01509251227778
2017-06-22,irrigation stop,20.235225356
2017-06-23,control,30.705952405666665
2017-06-23,irrigation,45.64748880144444
2017-06-23,irrigation stop,17.021387531000002
2017-06-24,control,26.878320607333333
2017-06-24,irrigation,42.25965789944444
2017-06-24,irrigation stop,13.495284580583334
2017-06-25,control,22.101452059777777
2017-06-25,irrigation,35.536250602222225
2017-06-25,irrigation stop,11.241465308583333
2017-06-26,control,23.345978377222224
2017-06-26,irrigation,36.97842973144444
2017-06-26,irrigation stop,11.262768364416667
2017-06-27,control,25.901822416833333
2017-06-27,irrigation,35.18171230088889
2017-06-27,irrigation stop,17.494608900583334
2017-06-28,control,18.103098253
2017-06-28,irrigation,25.143270016499997
2017-06-28,irrigation stop,12.186890279083334
2017-06-29,control,25.125558826555555
2017-06-29,irrigation,36.51459211955556
2017-06-29,irrigation stop,15.720607827
2017-06-30,control,31.168640407222224
2017-06-30,irrigation,43.764739556555554
2017-06-30,irrigation stop,19.95206506625
2017-07-01,control,23.078560965555553
2017-07-01,irrigation,35.26274195772222
2017-07-01,irrigation stop,12.778677685416667
2017-07-02,control,21.36153844861111
2017-07-02,irrigation,33.891499577
2017-07-02,irrigation stop,10.89591103475
2017-07-03,control,26.454378404833335
2017-07-03,irrigation,40.9294468975
2017-07-03,irrigation stop,13.250244362166667
2017-07-04,control,26.852071401333333
2017-07-04,irrigation,44.346762662833335
2017-07-04,irrigation stop,11.284908857
2017-07-05,control,25.47197723777778
2017-07-05,irrigation,43.02063046922222
2017-07-05,irrigation stop,9.382097285166667
2017-07-06,control,24.97776347
2017-07-06,irrigation,41.34027124377778
2017-07-06,irrigation stop,8.399742148916665
2017-07-07,control,21.79061604672222
2017-07-07,irrigation,40.87443623316667
2017-07-07,irrigation stop,5.553852289333333
2017-07-08,control,21.849315107444443
2017-07-08,irrigation,41.28404712838889
2017-07-08,irrigation stop,5.69662222975
2017-07-09,control,8.22453817211111
2017-07-09,irrigation,19.723234994277778
2017-07-09,irrigation stop,1.0521467971666667
2017-07-10,control,13.893535695666667
2017-07-10,irrigation,26.769615228444444
2017-07-10,irrigation stop,4.908312298583334
2017-07-11,control,27.743257410833333
2017-07-11,irrigation,38.19259109222222
2017-07-11,irrigation stop,19.107164774416667
2017-07-12,control,34.503530230500004
2017-07-12,irrigation,47.678664190388886
2017-07-12,irrigation stop,23.6159733725
2017-07-13,control,29.193546742555554
2017-07-13,irrigation,46.319644337444444
2017-07-13,irrigation stop,16.832090513333334
2017-07-14,control,24.154372437888888
2017-07-14,irrigation,43.53651196933333
2017-07-14,irrigation stop,10.650876624833334
2017-07-15,control,24.04551043661111
2017-07-15,irrigation,44.824776375111114
2017-07-15,irrigation stop,9.436993115
2017-07-16,control,23.092935946166666
2017-07-16,irrigation,47.04670479094444
2017-07-16,irrigation stop,6.384685172666666
2017-07-17,control,25.259349361333335
2017-07-17,irrigation,50.178250944
2017-07-17,irrigation stop,7.6281538715
2017-07-18,control,23.411172888555555
2017-07-18,irrigation,47.288220575
2017-07-18,irrigation stop,6.705762170916667
2017-07-19,control,16.63904026561111
2017-07-19,irrigation,36.474803404444444
2017-07-19,irrigation stop,4.004183665166666
2017-07-20,control,18.364666940277775
2017-07-20,irrigation,38.75628117383333
2017-07-20,irrigation stop,5.110463414
2017-07-21,control,16.71871428272222
2017-07-21,irrigation,36.124760392944445
2017-07-21,irrigation stop,4.199576487416667
2017-07-22,control,15.61926749188889
2017-07-22,irrigation,33.507296196333336
2017-07-22,irrigation stop,4.007709780333333
2017-07-23,control,18.350748807666665
2017-07-23,irrigation,36.04701302438889
2017-07-23,irrigation stop,6.888819606416667
2017-07-24,control,8.651550290166666
2017-07-24,irrigation,20.006666463277778
2017-07-24,irrigation stop,2.713427996666667
2017-07-25,control,13.317212358388888
2017-07-25,irrigation,25.866495790055556
2017-07-25,irrigation stop,6.347076721333334
2017-07-26,control,18.328414748333334
2017-07-26,irrigation,34.38860015694445
2017-07-26,irrigation stop,8.201526633
2017-07-27,control,23.814816788
2017-07-27,irrigation,42.663814013944446
2017-07-27,irrigation stop,10.908712933666667
2017-07-28,control,21.061859358777777
2017-07-28,irrigation,39.644491382666665
2017-07-28,irrigation stop,8.701904588916667
2017-07-29,control,18.561861727277776
2017-07-29,irrigation,39.18447674438889
2017-07-29,irrigation stop,5.195333893416667
2017-07-30,control,13.020522000888889
2017-07-30,irrigation,29.425034024333335
2017-07-30,irrigation stop,3.5068375894166666
2017-07-31,control,14.665319417777777
2017-07-31,irrigation,32.89382459077778
2017-07-31,irrigation stop,3.7615564325833333
2017-08-01,control,18.732544748
2017-08-01,irrigation,36.01420200438889
2017-08-01,irrigation stop,7.689177014666667
2017-08-02,control,32.13990277572222
2017-08-02,irrigation,41.288169880944444
2017-08-02,irrigation stop,23.926647288416667
2017-08-03,control,34.601822393444444
2017-08-03,irrigation,45.812998626222225
2017-08-03,irrigation stop,24.754627709250002
2017-08-04,control,28.205638084055558
2017-08-04,irrigation,42.609828014722225
2017-08-04,irrigation stop,17.42534716175
2017-08-05,control,27.41393203927778
2017-08-05,irrigation,45.75729619927778
2017-08-05,irrigation stop,15.067157852833333
2017-08-06,control,20.543474761722223
2017-08-06,irrigation,38.587357443277774
2017-08-06,irrigation stop,9.014012764166667
2017-08-07,control,23.36334420227778
2017-08-07,irrigation,46.068880064944445
2017-08-07,irrigation stop,8.575829909
2017-08-08,control,1.4716129348333333
2017-08-08,irrigation,0.9488640888333333
2017-08-08,irrigation stop,2.2555980900833332
2017-08-09,control,19.789580096444443
2017-08-09,irrigation,30.744963291111112
2017-08-09,irrigation stop,23.375193853916667
2017-08-10,control,0.5452140574444444
2017-08-10,irrigation,1.559885524388889
2017-08-10,irrigation stop,0.5225945054166666
2017-08-11,control,13.548785812166667
2017-08-11,irrigation,15.594544060833334
2017-08-11,irrigation stop,13.065558957166665
2017-08-12,control,42.05688917572222
2017-08-12,irrigation,45.798194223500005
2017-08-12,irrigation stop,37.09187327083333
2017-08-13,control,46.10939400138889
2017-08-13,irrigation,45.96516759522222
2017-08-13,irrigation stop,42.65814144141667
2017-08-14,control,48.41258427983333
2017-08-14,irrigation,46.32932407511111
2017-08-14,irrigation stop,45.48868778191667
2017-08-15,control,39.24568762961111
2017-08-15,irrigation,37.90521641716667
2017-08-15,irrigation stop,37.8892770155
2017-08-16,control,38.9286475675
2017-08-16,irrigation,37.79555086172222
2017-08-16,irrigation stop,37.260558674500004
2017-08-17,control,46.96065895983333
2017-08-17,irrigation,45.66102531133333
2017-08-17,irrigation stop,44.14492963466667
2017-08-18,control,39.610877759055555
2017-08-18,irrigation,38.75374707016667
2017-08-18,irrigation stop,37.16406052808334
2017-08-19,control,40.91263400122222
2017-08-19,irrigation,38.528009085444445
2017-08-19,irrigation stop,39.3137179965
2017-08-20,control,47.950960017722224
2017-08-20,irrigation,45.599628207277775
2017-08-20,irrigation stop,45.579478687666665
2017-08-21,control,49.1023560855
2017-08-21,irrigation,47.195861568055555
2017-08-21,irrigation stop,46.45627630375
2017-08-22,control,50.747272250777776
2017-08-22,irrigation,46.23281991266666
2017-08-22,irrigation stop,49.39378876633333
2017-08-23,control,49.438692165111114
2017-08-23,irrigation,44.49322250916667
2017-08-23,irrigation stop,48.54707469541667
2017-08-24,control,34.13253509
2017-08-24,irrigation,33.44983115261111
2017-08-24,irrigation stop,32.52019969225
2017-08-25,control,44.65419344211111
2017-08-25,irrigation,41.97157534027778
2017-08-25,irrigation stop,42.92379946316666
2017-08-26,control,41.147615551444446
2017-08-26,irrigation,39.69186381633333
2017-08-26,irrigation stop,38.45288609958334
2017-08-27,control,32.40145763188889
2017-08-27,irrigation,36.39938448511111
2017-08-27,irrigation stop,27.665842772833333
2017-08-28,control,31.40036471038889
2017-08-28,irrigation,37.063471693277776
2017-08-28,irrigation stop,25.823289924083333
2017-08-29,control,31.328588148944448
2017-08-29,irrigation,38.855434749000004
2017-08-29,irrigation stop,25.58282638625
2017-08-30,control,20.188869184722222
2017-08-30,irrigation,28.322252306777777
2017-08-30,irrigation stop,15.513459992833335
2017-08-31,control,0
2017-08-31,irrigation,0.004913945222222223
2017-08-31,irrigation stop,0.00931869775
2017-09-01,control,23.245626048333335
2017-09-01,irrigation,27.84234511561111
2017-09-01,irrigation stop,20.080945326916666
2017-09-02,control,19.17696971738889
2017-09-02,irrigation,27.598064355055556
2017-09-02,irrigation stop,13.6685615445
2017-09-03,control,28.788732457111113
2017-09-03,irrigation,35.835757252166665
2017-09-03,irrigation stop,22.33469570525
2017-09-04,control,19.794535107555554
2017-09-04,irrigation,29.561488718944442
2017-09-04,irrigation stop,12.896701585333332
2017-09-05,control,27.896165476
2017-09-05,irrigation,39.580320131722225
2017-09-05,irrigation stop,17.972118898999998
2017-09-06,control,22.954127888000002
2017-09-06,irrigation,33.937031948666665
2017-09-06,irrigation stop,13.474327783666666
2017-09-07,control,21.043787506388888
2017-09-07,irrigation,35.98293486261111
2017-09-07,irrigation stop,8.898062343666666
2017-09-08,control,18.81713694388889
2017-09-08,irrigation,35.47545088538889
2017-09-08,irrigation stop,5.751809178333334
2017-09-09,control,0.2784920579444444
2017-09-09,irrigation,0.522376649
2017-09-09,irrigation stop,0.5021050411666667
2017-09-10,control,14.613133121333334
2017-09-10,irrigation,25.647112853611112
2017-09-10,irrigation stop,8.013011860583333
2017-09-11,control,22.89619885277778
2017-09-11,irrigation,37.47253631722222
2017-09-11,irrigation stop,11.14791053875
2017-09-12,control,18.16910379438889
2017-09-12,irrigation,32.39389162661111
2017-09-12,irrigation stop,7.060291630333333
2017-09-13,control,10.75540997811111
2017-09-13,irrigation,25.592408717333335
2017-09-13,irrigation stop,1.4021691281666668
2017-09-14,control,4.699290870944444
2017-09-14,irrigation,12.245262264944444
2017-09-14,irrigation stop,0.9222009681666666
2017-09-15,control,16.121771160999998
2017-09-15,irrigation,34.544151742611106
2017-09-15,irrigation stop,4.173836723583333
2017-09-16,control,17.37284645688889
2017-09-16,irrigation,36.40625703822222
2017-09-16,irrigation stop,4.447766621083334
2017-09-17,control,11.597410000111111
2017-09-17,irrigation,24.70810036288889
2017-09-17,irrigation stop,2.4038152421666665
2017-09-18,control,13.003672797166667
2017-09-18,irrigation,26.350974332055557
2017-09-18,irrigation stop,4.437703846250001
2017-09-19,control,13.348476185777777
2017-09-19,irrigation,29.128415857055554
2017-09-19,irrigation stop,3.438886575583333
2017-09-20,control,16.069956445611112
2017-09-20,irrigation,34.0409011945
2017-09-20,irrigation stop,3.48822615025
2017-09-21,control,16.52255685105556
2017-09-21,irrigation,34.75533764372222
2017-09-21,irrigation stop,2.99353377125
2017-09-22,control,16.44707340661111
2017-09-22,irrigation,34.83163620488889
2017-09-22,irrigation stop,2.8361887648333335
2017-09-23,control,16.35276777327778
2017-09-23,irrigation,33.778229654166665
2017-09-23,irrigation stop,3.2854474175833337
2017-09-24,control,13.554300383277779
2017-09-24,irrigation,28.690637932444446
2017-09-24,irrigation stop,2.4086443354166667
2017-09-25,control,14.021941772388889
2017-09-25,irrigation,30.812288582
2017-09-25,irrigation stop,1.7496495925
2017-09-26,control,10.554865101222221
2017-09-26,irrigation,24.218940338444444
2017-09-26,irrigation stop,1.01513351225
2017-09-27,control,13.1141131375
2017-09-27,irrigation,28.249356755444445
2017-09-27,irrigation stop,2.0122673645833333
2017-09-28,control,13.727044678833332
2017-09-28,irrigation,30.53060173738889
2017-09-28,irrigation stop,1.28180869925
2017-09-29,control,12.979073546999999
2017-09-29,irrigation,29.685705697
2017-09-29,irrigation stop,1.0478940706666666
2017-09-30,control,8.733911737166666
2017-09-30,irrigation,20.573331147944444
2017-09-30,irrigation stop,0.15969363983333335
2017-10-01,control,7.843008348444445
2017-10-01,irrigation,19.205174386666666
2017-10-01,irrigation stop,0.5415621065833334
2017-10-02,control,4.4919524385
2017-10-02,irrigation,12.253660157388888
2017-10-02,irrigation stop,0.23702423966666664
2017-10-03,control,1.7816387106666665
2017-10-03,irrigation,4.411750307055556
2017-10-03,irrigation stop,0.66502603325
2017-10-04,control,12.020411767777778
2017-10-04,irrigation,23.616975493888887
2017-10-04,irrigation stop,5.063166568
2017-10-05,control,19.122785962277778
2017-10-05,irrigation,35.353448497833334
2017-10-05,irrigation stop,7.866536705250001
2017-10-06,control,13.393521761777778
2017-10-06,irrigation,26.388502788277776
2017-10-06,irrigation stop,4.236091766666666
2017-10-07,control,13.261137418555554
2017-10-07,irrigation,27.79593886527778
2017-10-07,irrigation stop,3.8852218985833336
2017-10-08,control,10.7274593735
2017-10-08,irrigation,20.980393843222224
2017-10-08,irrigation stop,4.542206487083334
2017-10-09,control,14.096327474333332
2017-10-09,irrigation,29.017842237555556
2017-10-09,irrigation stop,4.080971370833334
2017-10-10,control,11.700596469666667
2017-10-10,irrigation,27.107365946444446
2017-10-10,irrigation stop,1.8960649680833332
2017-10-11,control,12.848537117666666
2017-10-11,irrigation,29.034685442055558
2017-10-11,irrigation stop,1.7924777354166666
2017-10-12,control,13.007881830833334
2017-10-12,irrigation,28.964883556222222
2017-10-12,irrigation stop,1.88852447475
2017-10-13,control,12.136061690333333
2017-10-13,irrigation,27.66494879961111
2017-10-13,irrigation stop,1.140372789
2017-10-14,control,11.224205552166667
2017-10-14,irrigation,26.13079095161111
2017-10-14,irrigation stop,0.7903075826666667
2017-10-15,control,10.777526269777779
2017-10-15,irrigation,25.71208747677778
2017-10-15,irrigation stop,0.6212393613333334
2017-10-16,control,9.675806452611111
2017-10-16,irrigation,24.00890938838889
2017-10-16,irrigation stop,0.3095961140833333
2017-10-17,control,8.879391248611112
2017-10-17,irrigation,22.609066353333333
2017-10-17,irrigation stop,0.2532419743333333
2017-10-18,control,8.197133415500002
2017-10-18,irrigation,21.025062298166667
2017-10-18,irrigation stop,0.3026320469166667
2017-10-19,control,7.947562742333334
2017-10-19,irrigation,20.81020666222222
2017-10-19,irrigation stop,0.3584685828333333
2017-10-20,control,6.6451631763888885
2017-10-20,irrigation,17.813924211444444
2017-10-20,irrigation stop,0.18863035574999998
2017-10-21,control,6.304093027777777
2017-10-21,irrigation,17.044733441777776
2017-10-21,irrigation stop,0.08052432758333333
2017-10-22,control,3.686240630666667
2017-10-22,irrigation,9.983267061055555
2017-10-22,irrigation stop,0.21348703216666665
2017-10-23,control,4.060437219555555
2017-10-23,irrigation,10.690406193277777
2017-10-23,irrigation stop,0.9998686355833333
