date,scenario,sf
2014-12-26,control,0.07561339075
2014-12-26,irrigation stop,0.9413499099166667
2014-12-27,control,1.7284617211666666
2014-12-27,irrigation stop,1.8577525555833332
2014-12-28,control,0.40382591958333336
2014-12-28,irrigation stop,0.3552219200833333
2014-12-29,control,2.8898101071666664
2014-12-29,irrigation stop,2.1872808060833333
2014-12-30,control,1.9409063711666668
2014-12-30,irrigation stop,2.248066998416667
2014-12-31,control,1.2962649964166668
2014-12-31,irrigation stop,1.123694881
2015-01-01,control,0
2015-01-01,irrigation stop,0.121097109
2015-01-02,control,0
2015-01-02,irrigation stop,0
2015-01-03,control,0.06894082108333334
2015-01-03,irrigation stop,0.03549739516666667
2015-01-04,control,1.0169348761666668
2015-01-04,irrigation stop,2.97654245
2015-01-05,control,0.8409295751666667
2015-01-05,irrigation stop,3.5565783319166666
2015-01-06,control,0.9852944820833334
2015-01-06,irrigation stop,2.0170063433333336
2015-01-07,control,0.27476202650000003
2015-01-07,irrigation stop,0.17904364841666667
2015-01-08,control,0
2015-01-08,irrigation stop,0
2015-01-09,control,0.0071799262499999995
2015-01-09,irrigation stop,0.4792786950833333
2015-01-10,control,0.0655628855
2015-01-10,irrigation stop,0.9220376098333333
2015-01-11,control,1.4637754275833332
2015-01-11,irrigation stop,1.9263520519166666
2015-01-12,control,2.3025934615
2015-01-12,irrigation stop,6.575697220166667
2015-01-13,control,0.005165527083333334
2015-01-13,irrigation stop,2.7275306861666664
2015-01-14,control,1.2144156948333333
2015-01-14,irrigation stop,3.9270533503333334
2015-01-15,control,0.7401701960833333
2015-01-15,irrigation stop,4.832273362916666
2015-01-16,control,0
2015-01-16,irrigation stop,1.9329878640833333
2015-01-17,control,1.46360749875
2015-01-17,irrigation stop,1.0301705761666666
2015-01-18,control,1.2898780664166667
2015-01-18,irrigation stop,2.30113687275
2015-01-19,control,0.3543860529166667
2015-01-19,irrigation stop,2.4068178295833333
2015-01-20,control,1.8162261035833334
2015-01-20,irrigation stop,3.224700922916667
2015-01-21,control,0.613841565
2015-01-21,irrigation stop,1.8633558333333333
2015-01-22,control,0.2769925979166667
2015-01-22,irrigation stop,1.9819294393333333
2015-01-23,control,0.23203417108333335
2015-01-23,irrigation stop,1.4231845468333333
2015-01-24,control,0.15015451116666667
2015-01-24,irrigation stop,1.2343263586666666
2015-01-25,control,1.6353061053333335
2015-01-25,irrigation stop,3.041118621333333
2015-01-26,control,0.190383785
2015-01-26,irrigation stop,2.6580276361666666
2015-01-27,control,0.5793507198333333
2015-01-27,irrigation stop,2.3669111180833333
2015-01-28,control,0.14111887141666668
2015-01-28,irrigation stop,2.2758445936666667
2015-01-29,control,0.15053585091666666
2015-01-29,irrigation stop,1.37133322525
2015-01-30,control,1.10887579175
2015-01-30,irrigation stop,2.6910511251666667
2015-01-31,control,0.15778598825
2015-01-31,irrigation stop,1.767713329
2015-02-01,control,0.18126314475
2015-02-01,irrigation stop,1.1913265350833333
2015-02-02,control,1.9209827897499998
2015-02-02,irrigation stop,2.8005252811666663
2015-02-03,control,1.923863231
2015-02-03,irrigation stop,2.8954459931666667
2015-02-04,control,1.0404640361666666
2015-02-04,irrigation stop,2.193184023166667
2015-02-05,control,0.42631353333333333
2015-02-05,irrigation stop,1.7084962290833334
2015-02-06,control,0.3372204161666667
2015-02-06,irrigation stop,1.5007925848333334
2015-02-07,control,0.007073342333333333
2015-02-07,irrigation stop,2.2332791778333334
2015-02-08,control,0.2650143865833333
2015-02-08,irrigation stop,2.1492400396666667
2015-02-09,control,1.3335262507499999
2015-02-09,irrigation stop,1.935577047
2015-02-10,control,1.5474192335
2015-02-10,irrigation stop,1.5188577281666666
2015-02-11,control,0.6204915875
2015-02-11,irrigation stop,3.1414561115
2015-02-12,control,0.9620042355833334
2015-02-12,irrigation stop,3.5512091595
2015-02-13,control,0.5945071470833333
2015-02-13,irrigation stop,3.3749647604999997
2015-02-14,control,0.17945904241666666
2015-02-14,irrigation stop,1.6498448956666667
2015-02-15,control,1.9822875135
2015-02-15,irrigation stop,3.6689451429166664
2015-02-16,control,0.37734859983333335
2015-02-16,irrigation stop,1.6336616906666666
2015-02-17,control,0.14495945791666667
2015-02-17,irrigation stop,1.7235743519166666
2015-02-18,control,1.3822240679166666
2015-02-18,irrigation stop,5.377911664833333
2015-02-19,control,0.74950077125
2015-02-19,irrigation stop,5.5407910295
2015-02-20,control,0.13546420816666666
2015-02-20,irrigation stop,1.6390172162499999
2015-02-21,control,0.15950960758333332
2015-02-21,irrigation stop,1.6131917939166667
2015-02-22,control,0.8730683679166666
2015-02-22,irrigation stop,3.8859232145833333
2015-02-23,control,0.9315708783333333
2015-02-23,irrigation stop,4.360285331583333
2015-02-24,control,0.9499038064166666
2015-02-24,irrigation stop,4.45845938025
2015-02-25,control,2.84019697775
2015-02-25,irrigation stop,3.3042636839166666
2015-02-26,control,0.3860898069166667
2015-02-26,irrigation stop,4.0399556645
2015-02-27,control,0.846697985
2015-02-27,irrigation stop,3.9987360008333335
2015-02-28,control,1.3237942546666668
2015-02-28,irrigation stop,2.4983210356666667
2015-03-01,control,1.4007610625
2015-03-01,irrigation stop,6.118060728166666
2015-03-02,control,4.0838815565
2015-03-02,irrigation stop,9.581215751416668
2015-03-03,control,2.0417104484166666
2015-03-03,irrigation stop,6.351434781333333
2015-03-04,control,5.151440419916667
2015-03-04,irrigation stop,11.856910237000001
2015-03-05,control,5.558136051333333
2015-03-05,irrigation stop,10.66602806225
2015-03-06,control,5.9441072906666665
2015-03-06,irrigation stop,12.651958546749999
2015-03-07,control,9.96509200025
2015-03-07,irrigation stop,17.77255844475
2015-03-08,control,11.777379388
2015-03-08,irrigation stop,19.18658563816667
2015-03-09,control,10.811111063750001
2015-03-09,irrigation stop,19.996770711416666
2015-03-10,control,15.114121942166665
2015-03-10,irrigation stop,24.44220524075
2015-03-11,control,12.114656026666665
2015-03-11,irrigation stop,19.99471762783333
2015-03-12,control,12.181667355583333
2015-03-12,irrigation stop,21.480344257583333
2015-03-13,control,11.778546908083332
2015-03-13,irrigation stop,21.80847229016667
2015-03-14,control,13.183694618250001
2015-03-14,irrigation stop,22.6069467815
2015-03-15,control,18.595724467333334
2015-03-15,irrigation stop,27.067112555416667
2015-03-16,control,22.659239057083333
2015-03-16,irrigation stop,29.94523420825
2015-03-17,control,22.381655744083332
2015-03-17,irrigation stop,29.670763858083333
2015-03-18,control,22.9698244165
2015-03-18,irrigation stop,30.898971631333332
2015-03-19,control,18.0589967805
2015-03-19,irrigation stop,26.26821889158333
2015-03-20,control,2.642104261666667
2015-03-20,irrigation stop,8.50705997975
2015-03-21,control,14.55687423875
2015-03-21,irrigation stop,21.822054662333336
2015-03-22,control,22.530865980416664
2015-03-22,irrigation stop,29.15315435675
2015-03-23,control,24.257376237333332
2015-03-23,irrigation stop,30.952348875583333
2015-03-24,control,20.845267303583334
2015-03-24,irrigation stop,27.646708550416665
2015-03-25,control,10.366312714166666
2015-03-25,irrigation stop,19.142444963916667
2015-03-26,control,24.701816406916667
2015-03-26,irrigation stop,33.63270877408333
2015-03-27,control,19.358908356833332
2015-03-27,irrigation stop,26.552809052083333
2015-03-28,control,2.3747612918333334
2015-03-28,irrigation stop,8.138310624083333
2015-03-29,control,2.3590579163333336
2015-03-29,irrigation stop,2.115694817916667
2015-03-30,control,16.302872161666667
2015-03-30,irrigation stop,20.501461931999998
2015-03-31,control,18.13066761616667
2015-03-31,irrigation stop,25.884039627333333
2015-04-01,control,15.548729607666667
2015-04-01,irrigation stop,23.647364905
2015-04-02,control,20.159358306999998
2015-04-02,irrigation stop,15.175340711166667
2015-04-03,control,8.4874427895
2015-04-03,irrigation stop,16.06029260225
2015-04-04,control,15.982190110083334
2015-04-04,irrigation stop,27.78111263266667
2015-04-05,control,22.74019853875
2015-04-05,irrigation stop,33.503865263083334
2015-04-06,control,25.278809545833333
2015-04-06,irrigation stop,34.640067928583335
2015-04-07,control,28.125731122250002
2015-04-07,irrigation stop,36.96972769725
2015-04-08,control,33.05156725383333
2015-04-08,irrigation stop,39.059211999333336
2015-04-09,control,33.853780321
2015-04-09,irrigation stop,38.89642491283333
2015-04-10,control,23.973672010083334
2015-04-10,irrigation stop,30.161723634
2015-04-11,control,33.65653046566666
2015-04-11,irrigation stop,38.63180357933334
2015-04-12,control,34.73142335808333
2015-04-12,irrigation stop,39.73232050766667
2015-04-13,control,31.718877682166664
2015-04-13,irrigation stop,37.64558483933334
2015-04-14,control,36.06724321158333
2015-04-14,irrigation stop,40.5453565015
2015-04-15,control,22.341738581
2015-04-15,irrigation stop,29.556607568
2015-04-16,control,9.175979219416666
2015-04-16,irrigation stop,17.88520054825
2015-04-17,control,25.128618163333332
2015-04-17,irrigation stop,33.255771520416666
2015-04-18,control,33.06874343166667
2015-04-18,irrigation stop,41.46888270725
2015-04-19,control,33.42355333783333
2015-04-19,irrigation stop,40.495985551333334
2015-04-20,control,35.739610655916664
2015-04-20,irrigation stop,42.8110550665
2015-04-21,control,35.72808947575
2015-04-21,irrigation stop,42.58323158533334
2015-04-22,control,33.989148885333336
2015-04-22,irrigation stop,40.45968411725
2015-04-23,control,33.37203762066667
2015-04-23,irrigation stop,38.830220026666666
2015-04-24,control,13.72403322025
2015-04-24,irrigation stop,23.257522559166667
2015-04-25,control,26.023280987333333
2015-04-25,irrigation stop,30.688553698249997
2015-04-26,control,30.387298357333336
2015-04-26,irrigation stop,34.70706502916667
2015-04-27,control,21.957436962499997
2015-04-27,irrigation stop,30.2832441325
2015-04-28,control,27.10727367975
2015-04-28,irrigation stop,33.65654648075
2015-04-29,control,10.40417051925
2015-04-29,irrigation stop,13.037111214166666
2015-04-30,control,0
2015-04-30,irrigation stop,0.15297007291666667
2015-05-01,control,18.161457905666666
2015-05-01,irrigation stop,21.72356912825
2015-05-02,control,1.9413107145833333
2015-05-02,irrigation stop,3.81712176575
2015-05-03,control,5.704654305416667
2015-05-03,irrigation stop,3.53032052925
2015-05-04,control,9.295677151083334
2015-05-04,irrigation stop,10.148445218583333
2015-05-05,control,30.785572937250002
2015-05-05,irrigation stop,32.19896788466667
2015-05-06,control,38.22893215291667
2015-05-06,irrigation stop,39.63659952341667
2015-05-07,control,33.557951840916665
2015-05-07,irrigation stop,35.34778871708333
2015-05-08,control,41.12015208008333
2015-05-08,irrigation stop,41.48048693291667
2015-05-09,control,43.76475661058333
2015-05-09,irrigation stop,42.01688142575
2015-05-10,control,45.510761401833335
2015-05-10,irrigation stop,43.0026895815
2015-05-11,control,45.82560254283334
2015-05-11,irrigation stop,26.548877548333333
2015-05-12,control,42.71782156933334
2015-05-12,irrigation stop,42.2258564565
2015-05-13,control,32.7671811215
2015-05-13,irrigation stop,33.98963317141667
2015-05-14,control,1.6852546879166665
2015-05-14,irrigation stop,2.69118689525
2015-05-15,control,33.684436642583336
2015-05-15,irrigation stop,36.560773656833334
2015-05-16,control,41.541287563833336
2015-05-16,irrigation stop,40.52071268508333
2015-05-17,control,42.78738781316667
2015-05-17,irrigation stop,39.77405427158333
2015-05-18,control,14.520646572083333
2015-05-18,irrigation stop,19.055389425333335
2015-05-19,control,25.16137429333333
2015-05-19,irrigation stop,32.088255909666664
2015-05-20,control,39.669558389749994
2015-05-20,irrigation stop,40.134826472166665
2015-05-21,control,37.123029450833336
2015-05-21,irrigation stop,37.39417823125
2015-05-22,control,38.946047169416666
2015-05-22,irrigation stop,38.45242735541667
2015-05-23,control,40.73739737525
2015-05-23,irrigation stop,38.53529090175
2015-05-24,control,26.856422962416666
2015-05-24,irrigation stop,28.2460834055
2015-05-25,control,31.073275639166667
2015-05-25,irrigation stop,32.176128417
2015-05-26,control,40.82075418425
2015-05-26,irrigation stop,39.847550279749996
2015-05-27,control,43.36131062166667
2015-05-27,irrigation stop,41.75312072258333
2015-05-28,control,44.03761132766667
2015-05-28,irrigation stop,42.813302102166666
2015-05-29,control,38.155678994
2015-05-29,irrigation stop,36.76702023766667
2015-05-30,control,39.71435342025
2015-05-30,irrigation stop,38.65648705633333
2015-05-31,control,36.474720847
2015-05-31,irrigation stop,35.17930159441667
2015-06-01,control,35.87354091266667
2015-06-01,irrigation stop,34.64332396891666
2015-06-02,control,39.22860849533333
2015-06-02,irrigation stop,35.96910586875
2015-06-03,control,37.808879018166664
2015-06-03,irrigation stop,34.4915387445
2015-06-04,control,36.93314391241667
2015-06-04,irrigation stop,33.32641468275
2015-06-05,control,37.109032515833334
2015-06-05,irrigation stop,32.98894155666667
2015-06-06,control,31.448938720833333
2015-06-06,irrigation stop,28.03699781175
2015-06-07,control,24.64752829016667
2015-06-07,irrigation stop,23.10190677875
2015-06-08,control,31.07557831416667
2015-06-08,irrigation stop,27.121883031166668
2015-06-09,control,24.9461259485
2015-06-09,irrigation stop,21.414991670166664
2015-06-10,control,36.89664592258333
2015-06-10,irrigation stop,28.22879618758333
2015-06-11,control,34.615696321499996
2015-06-11,irrigation stop,25.278441261250002
2015-06-12,control,36.98601930075
2015-06-12,irrigation stop,26.29869112625
2015-06-13,control,23.956446561666667
2015-06-13,irrigation stop,16.520280822333334
2015-06-14,control,32.685619226
2015-06-14,irrigation stop,23.77533091625
2015-06-15,control,27.193830131166667
2015-06-15,irrigation stop,19.79555966625
2015-06-16,control,37.469661729833334
2015-06-16,irrigation stop,25.439052808166664
2015-06-17,control,25.962922586666664
2015-06-17,irrigation stop,16.080302536583332
2015-06-18,control,31.392800083416667
2015-06-18,irrigation stop,23.594748571833335
2015-06-19,control,28.720935836083335
2015-06-19,irrigation stop,19.63971650008333
2015-06-20,control,36.03873959975
2015-06-20,irrigation stop,24.977735330416667
2015-06-21,control,38.275298140749996
2015-06-21,irrigation stop,24.980961542
2015-06-22,control,29.677379963
2015-06-22,irrigation stop,21.4388010865
2015-06-23,control,42.01455234275
2015-06-23,irrigation stop,28.724155118333332
2015-06-24,control,42.727242888999996
2015-06-24,irrigation stop,28.7092173765
2015-06-25,control,40.7072464625
2015-06-25,irrigation stop,24.529241353916667
2015-06-26,control,38.8509847435
2015-06-26,irrigation stop,22.499399426
2015-06-27,control,40.28713848766667
2015-06-27,irrigation stop,21.248563877833334
2015-06-28,control,39.621204005500005
2015-06-28,irrigation stop,21.117448881083334
2015-06-29,control,39.583111104500006
2015-06-29,irrigation stop,18.791135710083335
2015-06-30,control,39.46384565875
2015-06-30,irrigation stop,18.565441244
2015-07-01,control,37.72103467983334
2015-07-01,irrigation stop,16.555390373666665
2015-07-02,control,37.25861545633333
2015-07-02,irrigation stop,15.129760651083334
2015-07-03,control,39.28245548866667
2015-07-03,irrigation stop,15.226927696333334
2015-07-04,control,36.22866235683333
2015-07-04,irrigation stop,12.74763826025
2015-07-05,control,35.974926021583336
2015-07-05,irrigation stop,12.964008129749999
2015-07-06,control,37.05894448191667
2015-07-06,irrigation stop,13.4424618115
2015-07-07,control,30.572204021083333
2015-07-07,irrigation stop,12.152532433666668
2015-07-08,control,37.328714884
2015-07-08,irrigation stop,12.474144516583333
2015-07-09,control,39.790927752833326
2015-07-09,irrigation stop,12.508174476666667
2015-07-10,control,40.07585473108334
2015-07-10,irrigation stop,12.77895700475
2015-07-11,control,35.955999051666666
2015-07-11,irrigation stop,9.381427759416667
2015-07-12,control,34.17552932416667
2015-07-12,irrigation stop,8.58979215475
2015-07-13,control,35.56268165416667
2015-07-13,irrigation stop,7.804858242583334
2015-07-14,control,36.54870227633333
2015-07-14,irrigation stop,8.598328420666666
2015-07-15,control,37.746244643833336
2015-07-15,irrigation stop,9.398269885916667
2015-07-16,control,26.625275314
2015-07-16,irrigation stop,6.445761468416666
2015-07-17,control,24.145174775166666
2015-07-17,irrigation stop,4.3424407721666665
2015-07-18,control,31.715105479416664
2015-07-18,irrigation stop,7.201997868833333
2015-07-19,control,38.822988729833334
2015-07-19,irrigation stop,9.666628234666668
2015-07-20,control,41.42659166133333
2015-07-20,irrigation stop,9.006647855083333
2015-07-21,control,24.883243131583335
2015-07-21,irrigation stop,4.374781796583333
2015-07-22,control,34.79856085433333
2015-07-22,irrigation stop,7.168610643666667
2015-07-23,control,33.832443708666666
2015-07-23,irrigation stop,6.994437907083333
2015-07-24,control,33.409369415916665
2015-07-24,irrigation stop,12.010443188333333
2015-07-25,control,27.97737691533333
2015-07-25,irrigation stop,9.7617350545
2015-07-26,control,36.864947305083334
2015-07-26,irrigation stop,20.735302483833333
2015-07-27,control,44.2356536855
2015-07-27,irrigation stop,20.49391152475
2015-07-28,control,21.877427665666666
2015-07-28,irrigation stop,7.2339222229999995
2015-07-29,control,43.13921086291667
2015-07-29,irrigation stop,15.778441511833332
2015-07-30,control,41.8100798585
2015-07-30,irrigation stop,12.300707710583332
2015-07-31,control,4.668046775666667
2015-07-31,irrigation stop,2.3245273379999998
2015-08-01,control,40.16083467866667
2015-08-01,irrigation stop,20.497627776583332
2015-08-02,control,50.36475498241667
2015-08-02,irrigation stop,22.377908766083333
2015-08-03,control,39.73996132
2015-08-03,irrigation stop,13.48748222675
2015-08-04,control,46.50310013633333
2015-08-04,irrigation stop,14.195069943
2015-08-05,control,45.52091547575
2015-08-05,irrigation stop,12.695469462750001
2015-08-06,control,44.60019851758334
2015-08-06,irrigation stop,9.216892310916666
2015-08-07,control,34.434705265666665
2015-08-07,irrigation stop,6.5140359885
2015-08-08,control,12.559273981416666
2015-08-08,irrigation stop,1.7207445720833334
2015-08-09,control,34.97671693108333
2015-08-09,irrigation stop,17.424163544666666
2015-08-10,control,43.903561236916666
2015-08-10,irrigation stop,25.135663142583333
2015-08-11,control,50.37197521725
2015-08-11,irrigation stop,28.62893323833333
2015-08-12,control,44.377703757000006
2015-08-12,irrigation stop,22.563066097833335
2015-08-13,control,1.0799528538333334
2015-08-13,irrigation stop,2.3799384745
2015-08-14,control,2.922843030166667
2015-08-14,irrigation stop,3.0535885042500004
2015-08-15,control,25.373068008083337
2015-08-15,irrigation stop,20.628660558500002
2015-08-16,control,38.02174068758333
2015-08-16,irrigation stop,27.13603227525
2015-08-17,control,31.70912753575
2015-08-17,irrigation stop,22.976495233083334
2015-08-18,control,30.18911878975
2015-08-18,irrigation stop,23.497809134916665
2015-08-19,control,37.665613358
2015-08-19,irrigation stop,26.386054811500003
2015-08-20,control,46.065893087250004
2015-08-20,irrigation stop,33.07331503766667
2015-08-21,control,45.315391638250006
2015-08-21,irrigation stop,33.06929598433334
2015-08-22,control,24.476444108000003
2015-08-22,irrigation stop,18.997301041666667
2015-08-23,control,20.21389741983333
2015-08-23,irrigation stop,17.370349726999997
2015-08-24,control,37.48553740891667
2015-08-24,irrigation stop,28.41621100416667
2015-08-25,control,44.320147685916666
2015-08-25,irrigation stop,32.25690251091667
2015-08-26,control,46.38679894908333
2015-08-26,irrigation stop,32.38217777558334
2015-08-27,control,42.92387749341667
2015-08-27,irrigation stop,29.19440310641667
2015-08-28,control,41.55079696333333
2015-08-28,irrigation stop,26.371910667083334
2015-08-29,control,17.836022611333334
2015-08-29,irrigation stop,24.652830535666666
2015-08-30,control,16.29382434075
2015-08-30,irrigation stop,21.427775179416667
2015-08-31,control,0
2015-08-31,irrigation stop,4.13301538675
2015-09-01,control,0
2015-09-01,irrigation stop,17.554406094833332
2015-09-02,control,0
2015-09-02,irrigation stop,12.20084648425
2015-09-03,control,0
2015-09-03,irrigation stop,15.763257215916667
2015-09-04,control,0
2015-09-04,irrigation stop,9.847474349333334
2015-09-05,control,10.621619232666667
2015-09-05,irrigation stop,13.370909406916667
2015-09-06,control,7.448103109083333
2015-09-06,irrigation stop,10.9491312845
2015-09-07,control,0.893818038
2015-09-07,irrigation stop,11.279241935
2015-09-08,control,4.097553399166666
2015-09-08,irrigation stop,10.16220043575
2015-09-09,control,3.0306261865
2015-09-09,irrigation stop,6.2120465283333335
2015-09-10,control,0.17160547541666668
2015-09-10,irrigation stop,5.983328236666667
2015-09-11,control,7.184077407749999
2015-09-11,irrigation stop,7.833155824416666
2015-09-12,control,7.811015053916666
2015-09-12,irrigation stop,3.567585601583333
2015-09-13,control,0
2015-09-13,irrigation stop,6.1672554318333335
2015-09-14,irrigation stop,8.905283922833334
2015-09-15,irrigation stop,17.951991394416666
2015-09-16,control,0
2015-09-16,irrigation stop,3.8541047685833334
2015-09-17,control,0
2015-09-17,irrigation stop,9.766836747
2015-09-18,control,0
2015-09-18,irrigation stop,12.784839526749998
2015-09-19,control,7.43953552975
2015-09-19,irrigation stop,10.972660450333333
2015-09-20,control,7.190588776833334
2015-09-20,irrigation stop,8.583410299166667
2015-09-21,control,5.22168566725
2015-09-21,irrigation stop,7.1198341825
2015-09-22,control,0.12897821175
2015-09-22,irrigation stop,2.532165373333333
2015-09-23,control,8.45944608425
2015-09-23,irrigation stop,7.514311358333334
2015-09-24,control,7.577336306416667
2015-09-24,irrigation stop,7.8052751155
2015-09-25,control,6.085718870666667
2015-09-25,irrigation stop,6.668004145166666
2015-09-26,control,6.007269159333333
2015-09-26,irrigation stop,5.694719341083333
2015-09-27,control,3.8267290438333332
2015-09-27,irrigation stop,4.795670077166666
2015-09-28,control,4.287503234416667
2015-09-28,irrigation stop,3.872630291
2015-09-29,control,6.575004338083334
2015-09-29,irrigation stop,5.488087752916666
2015-09-30,control,5.582056937500001
2015-09-30,irrigation stop,6.205122793
2015-10-01,control,7.5220382382499995
2015-10-01,irrigation stop,4.357396473
2015-10-02,control,3.860033218083333
2015-10-02,irrigation stop,4.3486535835
2015-10-03,control,7.8013248060833345
2015-10-03,irrigation stop,3.522598523666667
2015-10-04,control,4.5165722019166665
2015-10-04,irrigation stop,2.8193827305
2015-10-05,control,2.1123916666666666e-5
2015-10-05,irrigation stop,2.0707130569166665
2015-10-06,control,0
2015-10-06,irrigation stop,4.512260034583333
2015-10-07,control,0
2015-10-07,irrigation stop,6.3016083384999995
2015-10-08,control,0
2015-10-08,irrigation stop,5.2749541589166675
2015-10-09,control,0
2015-10-09,irrigation stop,4.789207737666667
2015-10-10,control,22.5331432745
2015-10-10,irrigation stop,5.382733746916667
2015-10-11,control,17.672639573416667
2015-10-11,irrigation stop,2.444851061
2015-10-12,control,8.355560325416667
2015-10-12,irrigation stop,2.7791323800833334
2015-10-13,control,11.301655461749998
2015-10-13,irrigation stop,1.4588116059999998
2015-10-14,control,0.15618243566666667
2015-10-14,irrigation stop,1.26506994425
2015-10-15,control,4.82167183475
2015-10-15,irrigation stop,1.9720883036666665
2015-10-16,control,13.0063650435
2015-10-16,irrigation stop,2.794295431
2015-10-17,control,10.590099093416665
2015-10-17,irrigation stop,1.584591959
2015-10-18,control,12.204367170333335
2015-10-18,irrigation stop,2.6410044771666668
2015-10-19,control,10.778050928999999
2015-10-19,irrigation stop,1.46613420275
2015-10-20,control,13.255988466083334
2015-10-20,irrigation stop,2.018300372
2015-10-21,control,14.847942000833335
2015-10-21,irrigation stop,3.4469219275833334
2015-10-22,control,10.811748803499999
2015-10-22,irrigation stop,2.1332639653333336
2015-10-23,control,15.343317013666667
2015-10-23,irrigation stop,2.9326911659999997
2015-10-24,control,16.948648342416668
2015-10-24,irrigation stop,3.523788005166667
2015-10-25,control,14.908721461999999
2015-10-25,irrigation stop,1.6883922299999998
2015-10-26,control,13.9295001745
2015-10-26,irrigation stop,1.6947476895
2015-10-27,control,13.355568110833332
2015-10-27,irrigation stop,3.99562028275
2015-10-28,control,0.69691264125
2015-10-28,irrigation stop,1.2945000386666665
2015-10-29,control,4.2548098259166665
2015-10-29,irrigation stop,1.7233968736666667
2015-10-30,control,11.64607973225
2015-10-30,irrigation stop,3.870121772
2015-10-31,control,11.570892658166667
2015-10-31,irrigation stop,3.49714605025
2015-11-01,control,15.868620455000002
2015-11-01,irrigation stop,5.340769830833333
2015-11-02,control,19.014773994
2015-11-02,irrigation stop,8.889562221833334
2015-11-03,control,4.693784555416666
2015-11-03,irrigation stop,1.51612038625
2015-11-04,control,2.9497986780833334
2015-11-04,irrigation stop,0.8650436736666667
2015-11-05,control,6.9924736405833325
2015-11-05,irrigation stop,2.7361936755833334
2016-01-01,control,0.53539762425
2016-01-01,irrigation,0.14473700794444444
2016-01-01,irrigation stop,0.70381338225
2016-01-02,control,0.8616024153333334
2016-01-02,irrigation,0.3454086081111111
2016-01-02,irrigation stop,1.0119486924166667
2016-01-03,control,0.21157645425
2016-01-03,irrigation,0.2245416545
2016-01-03,irrigation stop,0.8054571530833333
2016-01-04,control,0.3157273385
2016-01-04,irrigation,0.3859589815555556
2016-01-04,irrigation stop,0.6681043456666667
2016-01-05,control,0.4918293780833333
2016-01-05,irrigation,1.1668694924444445
2016-01-05,irrigation stop,1.3042275765000002
2016-01-06,control,0.92269723775
2016-01-06,irrigation,1.1865502747222223
2016-01-06,irrigation stop,0.749025728
2016-01-07,control,0.13684226475
2016-01-07,irrigation,0.1316931286111111
2016-01-07,irrigation stop,0.8685727346666667
2016-01-08,control,0.9302545005
2016-01-08,irrigation,0.3426634728333333
2016-01-08,irrigation stop,1.1955097574166667
2016-01-09,control,1.0420023145833333
2016-01-09,irrigation,1.1526325789444445
2016-01-09,irrigation stop,1.7999370770833332
2016-01-10,control,0.3748213375
2016-01-10,irrigation,0.7234142860555556
2016-01-10,irrigation stop,1.1182533600833333
2016-01-11,control,1.14358179775
2016-01-11,irrigation,2.2283224937777777
2016-01-11,irrigation stop,2.2105255706666664
2016-01-12,control,0.7603036993333333
2016-01-12,irrigation,1.5810366310555555
2016-01-12,irrigation stop,1.2620104995
2016-01-13,control,0.76275254575
2016-01-13,irrigation,1.1760290571111112
2016-01-13,irrigation stop,0.42201002425
2016-01-14,control,0.9229278129166667
2016-01-14,irrigation,1.481008129611111
2016-01-14,irrigation stop,0.8128320948333334
2016-01-15,control,0.05257327908333333
2016-01-15,irrigation,0.21541511005555555
2016-01-15,irrigation stop,0.810359721
2016-01-16,control,0.006633965833333333
2016-01-16,irrigation,0.7193588740555555
2016-01-16,irrigation stop,0.5989676225833334
2016-01-17,control,0.01777091216666667
2016-01-17,irrigation,0.9885933705
2016-01-17,irrigation stop,0.46869027766666665
2016-01-18,control,2.948655873083333
2016-01-18,irrigation,1.5092171406666666
2016-01-18,irrigation stop,2.942954503166667
2016-01-19,control,0.9770740264166666
2016-01-19,irrigation,0.5030162796666666
2016-01-19,irrigation stop,0.4876470646666667
2016-01-20,control,0.00958990025
2016-01-20,irrigation,0.2861822686111111
2016-01-20,irrigation stop,0.078069355000000007
2016-01-21,control,0.4075227215833333
2016-01-21,irrigation,1.0516019591666668
2016-01-21,irrigation stop,0.4471814695833333
2016-01-22,control,2.78221001825
2016-01-22,irrigation,1.0029245162222222
2016-01-22,irrigation stop,1.9825719608333334
2016-01-23,control,0.4051121965
2016-01-23,irrigation,0.7773410860555556
2016-01-23,irrigation stop,0.018676852083333334
2016-01-24,control,0.23561324591666666
2016-01-24,irrigation,0.8508760897777777
2016-01-24,irrigation stop,0.27303092775000004
2016-01-25,control,0.2921685056666667
2016-01-25,irrigation,0.9654546902222222
2016-01-25,irrigation stop,0.31918175841666663
2016-01-26,control,0.5518086000833333
2016-01-26,irrigation,1.1636075396111112
2016-01-26,irrigation stop,0.24787677066666666
2016-01-27,control,1.026533106
2016-01-27,irrigation,1.7527510510555555
2016-01-27,irrigation stop,0.8301311184166666
2016-01-28,control,1.6545936245833335
2016-01-28,irrigation,2.2672433592222223
2016-01-28,irrigation stop,1.1122466043333332
2016-01-29,control,0.32786337341666666
2016-01-29,irrigation,0.7376273538333333
2016-01-29,irrigation stop,0.349910818
2016-01-30,control,2.2271120516666665
2016-01-30,irrigation,2.620410381777778
2016-01-30,irrigation stop,1.53214661675
2016-01-31,control,0.99713320625
2016-01-31,irrigation,4.3546637885555555
2016-01-31,irrigation stop,2.70353117275
2016-02-01,control,0.4526615816666667
2016-02-01,irrigation,1.9562461539444445
2016-02-01,irrigation stop,1.1833479885
