dates,treatment,VPD,tmax,tmin,tmean,Es,Ea
2025-03-10,irrigation_vpd,0.5079923680555556,15.94433,7.118754,10.48115798611111,1.2862535380236022,0.7782611699680467
2025-03-11,control,0.5857605787037037,15.411803333333333,4.356256666666667,9.948234041666666,1.2518066345192094,0.6660460558155058
2025-03-11,irrigation_vpd,0.5986579999999999,15.23227,4.944193,10.06702654861111,1.2579478856669282,0.6592898856669281
2025-03-12,control,0.23511397453703706,12.658233333333333,4.9080466666666664,7.605503685185185,1.0594357894311766,0.8243218148941395
2025-03-12,irrigation_vpd,0.24779747222222226,12.42874,4.91468,7.647977631944444,1.0608094786487496,0.8130120064265274
2025-03-13,control,0.282691224537037,12.01567,1.9834566666666666,6.619955104166666,0.994671133825684,0.7119799092886469
2025-03-13,irrigation_vpd,0.2953069097222222,11.66408,2.495193,6.681969347222222,0.9962916395818195,0.7009847298595974
2025-03-14,control,0.2493594537037037,10.74918,1.6759033333333333,5.179183034722222,0.8988460840317982,0.6494866303280945
2025-03-14,irrigation_vpd,0.26025075,10.60201,2.193727,5.239268222222222,0.9001724101709757,0.6399216601709757
2025-03-15,control,0.20055164583333335,11.962206666666667,1.5665766666666667,5.524446886574074,0.9220546756285439,0.7215030297952106
2025-03-15,irrigation_vpd,0.20694300694444445,11.4205,1.92038,5.52981925,0.9195455514164289,0.7126025444719845
