dates,treatment,VPD,tmax,tmin,tmean
2024-02-22,roof_vpd,0.10949643541666666,10.094,3.590333333333333,6.102255554861111
2024-02-23,control,0.21329276412037038,10.488,0.4706666666666667,4.090421062962963
2024-02-23,irrigation,0.20086859537037038,10.117,0.42633333333333334,3.975477546990741
2024-02-23,irrigation_vpd,0.2099798689814815,10.190666666666667,0.591,4.075111804166666
2024-02-23,roof,0.22230893449074074,10.736333333333333,0.33,4.220466208333334
2024-02-23,roof_vpd,0.2111253662037037,10.461333333333334,0.2723333333333333,4.124558329166667
2024-02-24,control,0.32730427430555553,10.931333333333333,-0.48233333333333334,3.776685185185185
2024-02-24,irrigation,0.3256205902777778,10.713333333333333,-0.43733333333333335,3.777825003472222
2024-02-24,irrigation_vpd,0.32948480300925925,10.712333333333333,-0.37933333333333336,3.8184388898148147
2024-02-24,roof,0.3383770238425926,11.001,-0.576,3.922247453472222
2024-02-24,roof_vpd,0.32745787800925924,10.739666666666666,-0.607,3.811710415972222
2024-02-25,control,0.42407053356481483,11.374333333333333,-2.3106666666666666,4.520340052777778
2024-02-25,irrigation,0.4248511048611111,11.241,-2.2463333333333333,4.530769680324074
2024-02-25,irrigation_vpd,0.4267227675925926,11.202,-2.155666666666667,4.566048373611111
2024-02-25,roof,0.43734354421296295,11.439666666666668,-2.341,4.704131939814815
2024-02-25,roof_vpd,0.42818477569444446,11.477666666666666,-2.3133333333333335,4.590551856018519
2024-02-26,control,0.5743855025462963,12.174,4.571666666666666,8.055426847222222
2024-02-26,irrigation,0.5730134178240741,12.126,4.554666666666667,8.024657883796296
2024-02-26,irrigation_vpd,0.574777005324074,12.137,4.585,8.058144675694445
2024-02-26,roof,0.5772425993055555,12.206666666666667,4.536666666666667,8.045446764583334
2024-02-26,roof_vpd,0.5720266824074074,12.376,4.496666666666667,8.03725115625
2024-02-27,control,0.2403349162037037,11.010666666666667,3.7463333333333333,6.681344909953704
2024-02-27,irrigation,0.24236944143518518,10.916,3.8076666666666665,6.674064819212963
