 

stn;time;pva200d0;gre000d0;tre200dn;tre200d0;tre200jx;rka150d0;ure200d0;fkl010d0
SIO;20070618;17.0;328;16.1;20.9;26.6;6.5;70.6;1.8
SIO;20070619;15.1;338;14.9;23.9;32.5;0.0;55.0;1.5
SIO;20070620;17.0;298;16.6;22.8;29.1;0.1;61.8;2.8
SIO;20070621;16.5;267;16.4;19.5;23.7;9.5;73.4;3.7
SIO;20070622;13.6;195;14.8;18.0;23.5;2.8;67.5;2.8
SIO;20070623;11.8;361;12.8;18.6;23.2;0.0;55.7;4.7
SIO;20070624;14.0;276;10.8;18.6;25.3;3.1;66.6;1.8
SIO;20070625;15.8;161;11.6;16.7;22.3;16.0;82.7;2.7
SIO;20070626;10.9;185;9.6;14.9;20.8;0.0;65.5;4.2
SIO;20070627;10.6;237;11.0;14.5;20.1;0.0;64.9;4.4
SIO;20070628;10.4;343;10.1;15.8;21.9;0.0;59.6;3.9
SIO;20070629;11.3;328;9.3;17.7;25.6;0.0;58.3;3.7
SIO;20070630;13.0;309;12.1;19.5;25.5;0.0;58.6;2.5
SIO;20070701;15.3;238;14.5;20.3;30.1;13.9;67.2;2.6
SIO;20070702;15.1;218;13.7;17.4;22.8;6.0;76.6;2.9
SIO;20070703;14.1;115;10.9;15.7;20.3;32.7;80.0;1.2
SIO;20070704;12.3;156;10.6;13.3;17.5;16.2;80.3;2.6
SIO;20070705;11.5;246;10.7;14.4;19.4;0.3;71.2;3.7
SIO;20070706;14.0;192;13.0;16.8;21.8;0.3;73.4;1.8
SIO;20070707;14.5;351;12.3;20.2;27.4;0.0;63.9;2.7
SIO;20070708;16.3;110;13.8;17.8;22.7;20.1;80.0;1.5
SIO;20070709;14.2;162;10.6;16.2;21.3;17.7;77.5;3.0
SIO;20070710;10.1;224;10.7;13.5;18.5;0.4;66.1;3.9
SIO;20070711;10.9;262;11.1;14.8;20.8;0.0;65.6;3.7
SIO;20070712;11.1;332;9.1;16.4;22.3;0.0;61.2;3.1
SIO;20070713;12.7;343;10.6;19.6;27.1;0.0;58.2;2.3
SIO;20070714;15.6;336;14.1;22.5;30.3;0.0;59.8;1.9
SIO;20070715;14.7;335;16.8;25.6;34.2;0.0;48.6;2.5
SIO;20070716;13.0;325;15.7;25.4;33.4;0.0;43.2;2.4
SIO;20070717;15.1;277;15.6;22.4;28.8;0.0;56.9;2.7
SIO;20070718;18.5;314;16.9;23.1;30.0;15.1;67.0;3.0
SIO;20070719;19.6;266;18.0;22.7;29.4;0.0;72.5;2.6
SIO;20070720;19.4;185;16.9;21.0;27.2;3.7;79.2;2.0
SIO;20070721;18.1;192;15.3;19.4;24.6;7.2;81.0;2.7
SIO;20070722;14.6;308;14.7;18.8;23.8;1.4;69.1;2.0
SIO;20070723;14.2;193;12.9;19.1;27.4;16.2;66.4;2.3
SIO;20070724;14.6;227;14.3;18.0;23.2;0.3;72.2;3.5
SIO;20070725;14.0;334;12.5;19.1;25.3;0.0;65.1;2.7
SIO;20070726;15.7;320;12.9;20.7;27.6;0.0;66.1;2.2
SIO;20070727;15.1;317;14.5;21.8;28.1;0.0;59.6;3.8
SIO;20070728;15.5;292;15.0;21.3;27.3;0.0;62.4;4.1
SIO;20070729;15.0;270;14.2;21.3;27.2;0.0;60.3;3.8
SIO;20070730;13.2;313;12.1;18.8;24.0;2.1;62.0;5.2
SIO;20070731;11.9;322;10.6;17.3;23.8;0.0;61.7;3.3
SIO;20070801;13.8;316;11.6;19.5;26.5;0.0;62.3;2.3
SIO;20070802;17.3;96;15.5;18.3;23.0;10.7;82.7;1.5
SIO;20070803;14.9;262;14.0;18.2;23.0;3.2;72.8;3.1
SIO;20070804;15.1;311;12.1;19.1;25.7;0.0;69.7;2.1
SIO;20070805;16.4;309;14.0;21.3;28.2;0.0;66.4;2.4
SIO;20070806;17.2;296;15.2;22.9;29.1;0.0;63.3;3.2
SIO;20070807;19.4;132;17.2;19.9;23.5;3.9;83.6;1.8
SIO;20070808;14.4;114;11.0;15.1;20.0;35.0;84.2;2.7
SIO;20070809;11.2;69;10.6;11.3;12.9;7.5;83.7;1.7
SIO;20070810;11.8;229;8.9;14.6;19.6;0.0;72.7;1.6
SIO;20070811;14.9;298;13.9;19.0;24.9;0.0;68.9;2.5
SIO;20070812;16.8;268;14.8;20.3;25.6;0.0;71.8;2.7
SIO;20070813;16.7;258;15.7;20.4;26.1;0.0;70.8;2.1
SIO;20070814;17.9;256;17.0;21.2;27.5;1.4;72.2;2.0
SIO;20070815;17.7;264;18.3;23.9;32.6;0.0;61.5;1.5
SIO;20070816;15.6;128;16.2;19.2;22.8;0.8;69.8;4.1
SIO;20070817;12.3;217;13.7;17.8;22.7;0.0;61.1;3.4
SIO;20070818;13.5;281;12.9;18.4;23.4;0.0;64.9;2.8
SIO;20070819;14.0;224;13.3;18.8;24.4;0.1;66.3;2.6
SIO;20070820;13.6;128;11.4;14.9;17.9;1.2;80.7;3.1
SIO;20070821;13.1;106;10.4;13.4;17.3;4.5;85.5;2.0
SIO;20070822;13.6;236;12.3;16.1;21.0;0.5;75.8;2.0
SIO;20070823;13.6;249;12.7;17.1;23.6;0.3;71.3;2.5
SIO;20070824;13.4;252;10.9;17.7;24.5;0.0;67.7;1.9
SIO;20070825;14.8;267;12.1;20.1;27.3;0.0;65.3;2.3
SIO;20070826;16.6;226;14.1;21.3;28.4;0.0;67.0;1.8
SIO;20070827;18.3;253;18.1;23.4;29.7;0.0;65.9;1.8
SIO;20070828;18.8;161;17.0;20.8;26.4;6.1;76.9;1.4
SIO;20070829;18.6;53;16.9;18.3;20.5;28.1;88.2;1.3
SIO;20070830;15.8;126;13.7;16.7;20.9;3.9;83.4;2.1
SIO;20070831;13.5;239;14.1;17.4;21.9;0.0;69.2;3.2
SIO;20070901;13.1;255;11.5;17.3;22.9;0.0;68.0;3.2
SIO;20070902;13.4;253;11.3;17.4;23.0;0.0;68.5;2.8
SIO;20070903;13.3;202;11.3;16.6;22.7;1.4;71.8;4.1
SIO;20070904;9.0;231;7.9;14.5;20.2;0.0;56.6;3.0
SIO;20070905;7.8;260;4.8;11.8;19.3;0.0;59.4;2.5
SIO;20070906;8.1;256;4.3;12.4;20.5;0.0;59.0;3.2
SIO;20070907;10.6;244;6.0;13.9;21.4;0.0;67.6;2.0
SIO;20070908;12.6;206;9.8;15.6;21.9;0.0;72.7;2.0
SIO;20070909;12.7;219;12.1;16.3;21.8;0.0;69.8;3.4
SIO;20070910;11.5;227;10.0;16.3;22.4;0.0;63.9;3.7
SIO;20070911;11.1;238;10.4;16.2;21.6;0.0;61.5;4.1
SIO;20070912;11.5;226;7.8;14.2;20.3;0.0;71.8;2.6
SIO;20070913;12.4;222;9.6;15.8;22.6;0.0;71.1;1.9
SIO;20070914;13.4;212;11.5;17.6;24.4;0.0;68.1;2.3
SIO;20070915;13.9;221;11.8;17.6;24.0;0.0;70.6;2.1
SIO;20070916;14.1;214;10.4;18.0;24.2;0.0;69.8;1.7
SIO;20070917;15.8;123;14.7;18.6;23.4;2.8;74.4;1.6
SIO;20070918;12.2;88;6.8;13.1;15.4;10.1;79.3;3.8
SIO;20070919;9.0;204;6.1;11.0;17.1;0.0;70.3;2.2
SIO;20070920;9.4;214;5.4;11.6;18.7;0.0;70.3;1.9
SIO;20070921;10.5;209;6.7;13.6;21.2;0.0;69.6;1.9
SIO;20070922;11.5;175;8.2;14.8;21.8;0.0;70.1;1.3
SIO;20070923;12.7;143;10.1;15.6;21.4;0.0;72.9;1.5
SIO;20070924;12.7;188;9.7;16.4;22.9;0.1;69.5;2.0
SIO;20070925;11.3;63;10.5;13.1;14.0;2.3;74.3;3.5
SIO;20070926;9.2;88;8.4;10.9;13.6;0.0;70.9;4.0
SIO;20070927;8.9;122;7.8;9.9;13.4;0.0;73.5;2.3
SIO;20070928;9.5;97;7.5;10.7;15.4;0.0;75.2;1.0
SIO;20070929;9.0;176;4.2;11.5;19.9;0.0;68.9;1.3
SIO;20070930;11.7;133;10.4;13.2;18.9;4.0;78.1;1.3
SIO;20071001;12.1;173;7.8;14.0;21.3;0.0;76.4;1.4
SIO;20071002;12.6;177;9.3;15.3;22.4;0.0;73.9;1.5
SIO;20071003;13.4;150;9.6;16.2;23.8;9.3;74.2;1.7
SIO;20071004;16.0;82;12.9;16.4;19.8;8.3;86.1;1.0
SIO;20071005;15.5;123;12.3;16.6;20.9;0.0;82.7;1.3
SIO;20071006;16.6;96;14.6;17.3;21.5;3.1;84.2;1.7
SIO;20071007;13.3;166;9.2;14.8;19.4;0.0;79.5;2.1
SIO;20071008;10.6;159;7.0;12.4;18.8;0.0;75.2;1.8
SIO;20071009;11.2;115;8.3;12.5;17.2;0.0;77.8;1.8
SIO;20071010;11.1;141;8.5;12.6;17.3;0.0;77.0;2.2
SIO;20071011;10.6;126;8.2;11.8;16.0;0.0;77.1;2.4
SIO;20071012;10.3;132;7.4;11.9;16.3;0.0;74.5;1.6
SIO;20071013;9.9;155;5.8;10.6;16.9;0.0;78.0;2.1
SIO;20071014;9.7;152;5.5;10.8;17.9;0.0;75.9;1.4
SIO;20071015;9.6;151;4.9;10.9;18.4;0.0;74.9;1.5
SIO;20071016;9.4;149;5.0;10.7;18.3;0.0;74.6;1.2
SIO;20071017;9.5;140;4.8;11.4;18.5;0.0;71.8;1.4
SIO;20071018;9.3;149;2.0;11.0;16.2;0.4;71.0;3.6
SIO;20071019;6.4;146;0.9;6.6;13.2;0.0;67.3;2.8
SIO;20071020;5.4;143;0.2;5.1;11.3;0.0;63.7;2.0
SIO;20071021;5.1;127;-1.7;3.4;10.0;0.0;67.0;1.8
SIO;20071022;5.0;137;-1.8;3.0;9.4;0.0;67.9;2.2
SIO;20071023;5.5;115;-2.2;2.6;9.4;0.0;75.4;1.8
SIO;20071024;6.2;115;-1.5;3.9;11.0;0.0;77.3;1.7
SIO;20071025;6.7;119;-1.5;4.6;12.2;0.0;79.4;1.5
SIO;20071026;7.7;83;2.1;6.3;13.4;0.0;81.2;1.5
SIO;20071027;7.9;112;1.3;7.2;14.1;0.0;78.9;1.5
SIO;20071028;7.7;101;3.5;7.5;14.8;0.0;75.7;1.5
SIO;20071029;7.1;112;1.2;7.0;14.5;0.0;72.4;1.2
SIO;20071030;8.0;39;3.1;7.6;11.2;0.0;76.5;2.1
SIO;20071031;7.1;116;0.3;6.0;15.0;0.0;77.2;1.2
SIO;20071101;6.7;116;-0.7;4.6;11.6;0.0;80.0;1.3
SIO;20071102;6.7;114;-1.1;4.7;12.8;0.0;79.1;1.2
SIO;20071103;7.0;110;-0.9;4.7;12.3;0.0;82.5;1.5
SIO;20071104;7.4;101;-0.3;5.3;12.4;0.0;82.9;1.0
SIO;20071105;7.4;105;1.6;6.6;12.9;0.0;76.3;2.4
SIO;20071106;7.0;83;0.9;6.6;12.0;0.0;72.2;3.0
SIO;20071107;5.5;38;-1.9;3.3;6.5;0.0;72.1;0.8
SIO;20071108;6.3;102;0.4;5.3;11.4;0.0;71.5;0.9
SIO;20071109;5.9;28;1.5;4.9;8.3;0.4;67.6;3.7
SIO;20071110;5.8;22;0.0;3.1;4.6;3.3;75.2;1.6
SIO;20071111;7.8;62;4.5;7.7;12.7;0.1;75.3;3.5
SIO;20071112;6.0;86;-2.2;5.4;9.2;0.1;66.7;4.7
SIO;20071113;4.6;52;-3.8;0.9;4.5;3.0;72.1;0.8
SIO;20071114;6.1;26;0.7;2.0;3.5;5.2;86.5;1.8
SIO;20071115;4.1;96;-3.0;-0.1;3.4;0.0;68.6;1.7
SIO;20071116;3.1;91;-6.8;-3.3;1.3;0.0;66.3;1.4
SIO;20071117;3.2;88;-7.8;-4.2;0.6;0.0;73.5;1.1
SIO;20071118;3.4;89;-8.2;-3.3;2.9;0.0;71.9;1.6
SIO;20071119;4.4;75;-3.6;2.0;10.0;0.0;64.7;1.9
SIO;20071120;5.1;65;-0.2;5.1;12.9;0.0;60.2;1.8
SIO;20071121;6.6;36;2.4;7.4;13.6;0.0;64.9;0.7
SIO;20071122;6.9;32;4.9;9.9;15.0;0.0;58.3;0.8
SIO;20071123;9.2;38;7.3;8.6;11.4;2.8;82.7;2.1
SIO;20071124;9.2;43;6.7;7.9;10.4;0.7;86.6;1.7
SIO;20071125;7.8;73;2.8;7.0;10.5;0.0;78.2;1.4
SIO;20071126;5.7;75;-0.5;4.2;8.6;0.0;69.3;2.7
SIO;20071127;4.9;71;-2.5;0.6;5.9;0.0;77.2;0.9
SIO;20071128;4.8;72;-4.3;0.0;5.9;0.0;79.0;1.2
SIO;20071129;4.9;71;-3.8;0.1;5.6;0.0;80.4;1.0
SIO;20071130;5.3;69;-2.2;2.4;7.8;0.0;74.6;1.1
SIO;20071201;6.3;52;-0.8;4.7;10.0;0.0;73.6;1.7
SIO;20071202;7.7;43;2.9;6.5;9.6;4.4;79.9;1.7
SIO;20071203;7.4;9;2.8;4.9;7.6;15.9;85.0;2.1
SIO;20071204;7.1;26;3.8;5.4;7.5;2.0;79.8;2.1
SIO;20071205;6.7;53;1.1;4.0;8.5;0.0;82.9;1.1
SIO;20071206;8.1;58;2.3;6.2;10.7;4.3;84.8;0.9
SIO;20071207;8.9;19;5.4;7.0;9.0;15.3;89.0;1.8
SIO;20071208;6.6;63;1.3;4.9;7.7;4.7;76.8;2.9
SIO;20071209;6.4;16;0.7;2.0;3.1;19.8;91.5;1.1
SIO;20071210;6.7;15;0.8;2.6;4.0;12.7;91.3;0.7
SIO;20071211;6.6;31;-0.3;3.3;5.0;0.9;85.3;2.7
SIO;20071212;4.9;64;-2.7;1.1;4.7;0.0;74.9;0.8
SIO;20071213;4.3;59;-4.5;-1.7;2.4;0.0;80.3;1.1
SIO;20071214;4.2;56;-5.7;-2.5;1.7;0.0;82.7;0.8
SIO;20071215;4.1;56;-4.9;-1.7;2.8;0.0;76.6;1.5
SIO;20071216;3.3;58;-7.2;-4.5;-0.8;0.0;75.5;1.2
SIO;20071217;3.3;56;-8.3;-4.2;0.2;0.0;73.7;1.5
SIO;20071218;3.4;57;-8.4;-4.4;1.5;0.0;76.9;0.8
SIO;20071219;3.5;57;-7.7;-4.0;2.5;0.0;77.0;0.8
SIO;20071220;3.7;57;-7.9;-3.6;3.4;0.0;78.7;0.6
SIO;20071221;3.9;56;-7.6;-3.5;2.3;0.0;82.3;1.0
SIO;20071222;4.4;37;-6.8;-2.1;3.0;0.0;84.2;0.7
SIO;20071223;4.7;62;-4.7;-0.9;4.9;0.0;83.2;0.8
SIO;20071224;4.3;56;-6.1;-2.4;2.9;0.0;84.5;0.8
SIO;20071225;3.9;54;-6.9;-2.8;4.1;0.0;78.4;0.9
SIO;20071226;4.2;26;-5.8;-2.1;1.3;0.0;79.8;0.8
SIO;20071227;3.8;57;-6.8;-2.7;4.0;0.0;77.5;1.2
SIO;20071228;3.4;65;-7.9;-3.0;4.6;0.0;70.3;1.0
SIO;20071229;3.4;59;-7.0;-2.0;5.3;0.0;65.8;1.1
SIO;20071230;5.1;48;-2.2;0.9;5.5;0.0;77.3;0.8
SIO;20071231;4.0;59;-5.4;-1.1;3.0;0.0;71.2;1.0
SIO;20080101;3.5;56;-7.7;-3.9;0.1;0.0;76.8;1.1
SIO;20080102;3.2;58;-8.4;-4.4;0.6;0.0;74.2;0.9
SIO;20080103;3.3;60;-5.1;1.7;7.2;0.0;51.0;1.6
SIO;20080104;4.0;33;-1.1;5.8;10.0;0.0;44.3;1.1
SIO;20080105;5.5;28;-2.0;4.3;8.6;3.0;66.2;1.3
SIO;20080106;6.7;42;0.9;2.8;4.3;19.5;90.0;1.0
SIO;20080107;7.5;24;-0.7;4.2;6.9;9.0;90.7;1.1
SIO;20080108;4.8;67;-2.5;1.0;5.7;0.0;74.5;2.0
SIO;20080109;4.9;34;-1.2;2.0;6.5;0.0;70.0;1.7
SIO;20080110;5.1;70;-2.1;1.8;8.0;0.0;74.4;1.8
SIO;20080111;4.9;63;-1.6;3.4;10.7;0.0;64.5;1.5
SIO;20080112;6.4;6;1.1;3.2;3.8;6.9;83.5;2.2
SIO;20080113;5.7;73;0.1;2.4;5.9;0.0;79.2;2.0
SIO;20080114;6.4;38;0.2;3.4;6.7;3.2;82.2;1.7
SIO;20080115;6.3;68;0.2;3.6;8.1;0.2;80.7;1.6
SIO;20080116;6.7;34;1.6;4.3;7.6;0.5;80.0;0.8
SIO;20080117;6.0;71;0.5;3.4;7.5;0.2;77.6;1.2
SIO;20080118;6.8;47;1.0;3.5;5.9;4.4;86.1;0.8
SIO;20080119;6.6;77;-1.3;3.1;9.7;0.0;86.7;0.9
SIO;20080120;5.6;83;-1.1;2.7;9.6;0.0;76.5;1.5
SIO;20080121;5.0;82;-1.9;2.2;8.9;0.0;71.5;1.1
SIO;20080122;6.9;30;-0.9;5.9;8.6;6.2;74.7;3.0
SIO;20080123;4.7;85;-2.5;0.9;6.8;0.0;73.8;1.1
SIO;20080124;4.9;85;-3.0;1.7;7.8;0.0;71.8;1.2
SIO;20080125;5.6;85;-0.2;3.1;8.7;0.0;73.8;1.5
SIO;20080126;4.4;95;-2.6;1.7;8.7;0.0;65.9;1.0
SIO;20080127;4.4;68;-3.8;0.2;6.1;0.0;72.7;1.0
SIO;20080128;4.7;88;-2.6;2.2;9.4;0.0;68.1;1.0
SIO;20080129;5.3;91;-1.4;3.0;11.4;0.0;72.7;0.8
SIO;20080130;6.3;26;0.0;3.4;6.0;0.0;80.5;1.3
SIO;20080131;5.5;88;-0.7;3.4;8.7;0.0;71.4;1.6
SIO;20080201;5.2;71;-0.4;4.6;11.1;0.0;63.0;1.3
SIO;20080202;5.8;65;-0.9;3.0;5.4;6.1;75.9;3.5
SIO;20080203;3.9;109;-4.2;1.9;10.2;0.0;58.7;1.7
SIO;20080204;5.7;38;-0.6;3.5;7.0;0.8;72.8;1.8
SIO;20080205;5.0;89;-2.3;2.5;8.6;0.0;70.6;0.9
SIO;20080206;6.1;86;-1.6;4.9;10.9;0.4;70.4;2.1
SIO;20080207;5.5;116;-0.9;4.5;10.4;0.0;67.3;1.4
SIO;20080208;4.8;117;-2.6;2.5;9.2;0.0;67.4;1.6
SIO;20080209;4.9;118;-3.0;1.8;8.9;0.0;72.1;1.1
SIO;20080210;5.0;118;-3.4;1.3;8.1;0.0;74.8;1.4
SIO;20080211;5.1;116;-3.3;1.1;7.2;0.0;77.2;1.5
SIO;20080212;4.5;128;-3.5;1.1;7.8;0.0;69.3;1.7
SIO;20080213;3.9;133;-4.1;1.5;10.1;0.0;61.1;1.1
SIO;20080214;3.7;136;-4.6;1.3;9.4;0.0;58.1;1.5
SIO;20080215;4.2;135;-4.3;0.7;8.5;0.0;66.6;1.7
SIO;20080216;4.6;126;-4.5;-0.1;6.4;0.0;76.0;1.5
SIO;20080217;4.3;135;-5.4;0.3;7.3;0.0;70.5;1.5
SIO;20080218;3.9;146;-4.7;0.9;8.4;0.0;63.0;1.6
SIO;20080219;3.8;151;-4.5;1.7;11.6;0.0;59.0;1.4
SIO;20080220;4.7;125;-3.4;4.0;10.9;0.1;59.7;1.9
SIO;20080221;7.2;140;3.2;7.2;13.8;0.2;72.7;1.6
SIO;20080222;6.9;138;2.5;7.3;14.7;0.0;69.0;1.5
SIO;20080223;6.4;147;-0.1;6.9;15.7;0.0;66.5;1.3
SIO;20080224;6.5;156;0.9;8.1;18.5;0.0;62.8;1.7
SIO;20080225;7.1;136;1.0;6.8;14.4;0.0;72.5;1.5
SIO;20080226;7.0;138;0.4;8.1;16.0;0.0;67.1;1.5
SIO;20080227;8.7;128;5.3;9.6;14.1;0.3;73.8;3.2
SIO;20080228;7.9;100;4.4;9.3;14.5;0.0;68.6;1.9
SIO;20080229;9.0;92;5.8;9.9;15.1;0.0;74.1;2.0
SIO;20080301;8.5;103;8.2;12.0;17.2;3.2;62.4;4.2
SIO;20080302;8.2;155;5.3;11.8;17.6;0.0;59.5;3.3
SIO;20080303;7.3;140;2.7;8.7;16.7;0.0;66.4;4.2
SIO;20080304;5.3;154;1.9;4.8;8.6;0.1;61.3;5.3
SIO;20080305;3.5;148;-3.1;2.2;7.8;0.0;51.3;3.0
SIO;20080306;2.9;192;-5.8;-0.2;6.7;0.0;50.0;2.0
SIO;20080307;3.8;124;-2.8;1.2;6.0;0.0;57.5;2.3
SIO;20080308;4.5;120;-1.0;3.9;9.3;0.0;56.7;1.5
SIO;20080309;5.4;162;-1.6;5.8;14.7;0.0;61.4;1.5
SIO;20080310;6.5;102;2.1;8.2;14.1;3.8;62.5;1.8
SIO;20080311;7.4;116;4.8;7.5;11.4;8.5;73.5;2.2
SIO;20080312;8.7;51;7.0;9.3;12.8;7.8;75.1;3.6
SIO;20080313;6.6;133;5.4;8.4;11.9;0.0;60.1;3.6
SIO;20080314;8.1;189;4.1;9.5;17.9;0.0;70.0;1.9
SIO;20080315;6.2;177;2.3;11.1;19.2;1.2;51.3;1.5
SIO;20080316;7.8;143;7.5;10.1;14.2;2.8;64.6;4.1
SIO;20080317;8.3;70;6.5;7.9;10.7;1.3;77.9;2.1
SIO;20080318;6.4;212;1.2;6.5;10.6;0.0;66.7;4.4
SIO;20080319;4.8;211;0.3;4.5;9.7;0.0;58.7;4.1
SIO;20080320;3.7;228;-2.8;3.7;10.0;0.0;49.4;3.7
SIO;20080321;5.6;20;0.6;1.9;1.7;20.2;79.6;0.8
SIO;20080322;4.9;184;-2.6;2.3;6.9;0.1;69.4;1.8
SIO;20080323;4.5;165;-4.1;1.3;6.3;0.0;67.9;3.1
SIO;20080324;3.9;147;-3.6;0.8;5.0;0.0;61.7;3.8
SIO;20080325;4.0;174;1.3;4.1;7.2;0.0;50.0;4.2
SIO;20080326;4.9;194;2.2;6.4;12.9;0.0;52.2;1.5
SIO;20080327;6.1;191;3.2;6.9;11.2;0.6;62.2;3.5
SIO;20080328;4.7;216;-0.6;6.4;13.5;0.0;51.9;1.3
SIO;20080329;6.4;246;5.4;10.2;16.6;0.0;52.6;2.9
SIO;20080330;5.5;233;3.3;11.8;19.3;0.0;42.2;3.6
SIO;20080331;8.4;61;6.3;8.0;8.9;2.0;78.2;3.6
SIO;20080401;7.9;244;5.6;10.4;15.7;0.0;64.9;2.2
SIO;20080402;7.4;69;4.3;7.9;10.1;0.2;70.0;3.0
SIO;20080403;6.6;177;4.0;8.1;13.1;0.0;63.2;3.5
SIO;20080404;5.7;260;2.5;7.9;14.1;0.0;55.2;2.9
SIO;20080405;5.8;261;1.7;9.0;16.6;0.0;53.0;2.4
SIO;20080406;6.9;248;4.3;8.6;13.0;1.3;62.4;7.1
SIO;20080407;3.9;281;1.3;5.0;9.6;0.2;46.5;5.0
SIO;20080408;6.1;112;1.0;6.1;10.0;0.6;62.6;2.1
SIO;20080409;8.1;70;4.6;8.6;13.5;5.1;73.2;1.7
SIO;20080410;9.1;233;6.4;12.5;19.7;0.1;65.4;2.0
SIO;20080411;8.9;108;6.1;10.5;16.6;1.1;70.7;4.5
SIO;20080412;6.3;226;3.9;8.6;14.9;0.0;58.7;3.2
SIO;20080413;5.5;286;1.2;9.4;17.6;0.0;50.6;1.6
SIO;20080414;6.9;85;3.7;6.7;10.2;2.1;70.3;3.1
SIO;20080415;6.3;260;2.0;6.7;11.2;0.4;65.2;4.4
SIO;20080416;5.0;287;0.2;6.6;13.7;0.0;53.6;2.5
SIO;20080417;5.9;208;1.3;9.1;17.6;0.0;53.1;2.9
SIO;20080418;6.7;210;3.2;11.7;18.9;0.0;52.8;2.6
SIO;20080419;7.1;292;7.4;12.6;18.7;0.1;51.6;3.2
SIO;20080420;6.3;243;6.5;13.8;21.1;0.0;41.6;3.7
SIO;20080421;9.0;59;9.0;10.5;12.0;1.3;71.8;3.6
SIO;20080422;9.5;97;8.1;10.1;12.8;2.7;77.1;3.0
SIO;20080423;9.7;246;8.1;12.7;19.1;0.0;67.4;3.3
SIO;20080424;9.7;293;8.1;14.0;20.4;0.0;62.3;3.6
SIO;20080425;8.4;270;7.7;14.4;19.8;0.0;53.1;2.9
SIO;20080426;8.6;302;5.5;13.6;21.0;0.0;57.1;2.6
SIO;20080427;9.0;287;6.0;15.1;22.4;0.0;54.5;2.1
SIO;20080428;10.3;112;9.8;12.9;18.5;9.3;70.2;2.5
SIO;20080429;8.9;302;7.3;11.9;17.6;1.2;65.4;3.7
SIO;20080430;8.9;144;6.0;9.9;17.4;2.2;73.8;2.6
SIO;20080501;7.8;308;6.6;12.0;18.5;0.0;59.4;2.0
SIO;20080502;7.8;318;7.2;14.3;22.4;0.0;51.1;1.6
SIO;20080503;8.8;283;7.0;15.6;24.2;0.0;52.1;1.9
SIO;20080504;10.1;294;7.3;17.0;25.0;0.0;54.1;1.9
SIO;20080505;11.3;316;10.6;17.0;23.7;0.0;59.7;2.6
SIO;20080506;9.8;320;7.7;16.0;23.1;0.0;55.1;3.4
SIO;20080507;9.5;323;8.6;16.6;24.2;0.0;52.7;2.5
SIO;20080508;10.1;326;11.2;18.2;24.8;0.0;49.9;2.5
SIO;20080509;9.9;284;11.0;18.0;25.6;0.0;49.5;1.7
SIO;20080510;8.2;260;9.5;17.3;25.6;0.0;45.2;1.7
SIO;20080511;8.7;230;8.2;15.7;24.3;0.0;51.8;2.0
SIO;20080512;8.6;246;9.0;16.2;23.0;0.0;49.9;1.7
SIO;20080513;7.2;325;5.9;17.6;25.2;0.0;38.6;1.3
SIO;20080514;9.1;273;12.4;18.4;25.3;0.0;44.2;2.6
SIO;20080515;11.3;172;10.3;15.8;20.3;0.2;63.6;2.6
SIO;20080516;11.5;226;11.9;17.5;23.9;0.3;60.8;1.7
SIO;20080517;12.6;204;11.8;15.0;20.3;5.9;74.6;4.0
SIO;20080518;12.1;222;10.2;14.5;19.0;0.1;74.0;3.4
SIO;20080519;11.2;320;8.6;15.5;21.2;0.0;65.6;3.2
SIO;20080520;11.2;162;11.5;14.7;17.9;0.0;67.0;4.0
SIO;20080521;10.3;233;11.3;13.9;18.6;0.0;65.3;5.0
SIO;20080522;10.6;268;10.9;14.9;20.5;0.0;63.4;3.6
SIO;20080523;9.9;338;8.0;16.4;23.5;0.0;56.0;2.1
SIO;20080524;10.5;215;13.7;18.9;24.5;0.0;49.4;2.5
SIO;20080525;11.7;166;12.8;18.8;23.8;0.0;55.4;1.6
SIO;20080526;12.5;133;14.4;18.9;24.8;0.2;58.6;2.2
SIO;20080527;11.9;287;13.4;21.7;29.9;0.0;49.4;4.7
SIO;20080528;14.4;224;15.2;21.1;25.5;0.0;58.0;4.6
SIO;20080529;14.7;199;15.7;19.3;23.9;1.5;66.7;3.0
SIO;20080530;14.3;294;15.6;19.4;26.7;0.4;65.5;2.8
SIO;20080531;14.5;167;14.4;17.8;22.4;0.2;72.1;1.1
SIO;20080601;14.5;170;14.4;18.8;23.6;0.0;67.4;1.6
SIO;20080602;14.7;167;14.6;17.6;23.0;4.4;73.2;3.0
SIO;20080603;13.9;199;13.6;17.3;22.0;0.2;71.2;2.8
SIO;20080604;13.2;104;13.0;14.8;16.4;2.1;78.7;3.3
SIO;20080605;14.0;227;13.1;15.8;19.8;0.3;78.8;2.2
SIO;20080606;13.4;130;11.6;14.2;16.4;7.6;82.8;3.3
SIO;20080607;11.9;239;11.5;13.8;17.4;3.7;75.8;3.5
SIO;20080608;13.2;306;12.5;17.2;23.2;0.0;68.3;2.5
SIO;20080609;14.2;236;12.4;17.3;23.7;0.5;73.2;1.9
SIO;20080610;13.8;206;11.1;18.0;25.5;0.2;68.5;2.0
SIO;20080611;14.0;277;13.2;19.0;25.9;0.0;65.6;3.4
SIO;20080612;13.1;342;12.9;18.4;24.5;0.4;63.5;4.1
SIO;20080613;9.2;377;10.8;15.8;21.3;0.1;53.2;6.6
SIO;20080614;9.1;337;9.6;15.5;21.9;0.0;52.9;4.9
