 

stn;time;pva200d0;gre000d0;tre200dn;tre200d0;tre200jx;rka150d0;ure200d0;fkl010d0
SIO;20130821;12.6;294;12.0;19.0;26.4;0.0;59.4;2.9
SIO;20130822;13.9;284;12.5;20.7;27.8;0.0;59.4;3.1
SIO;20130823;15.4;278;14.6;22.0;29.6;0.0;61.0;2.6
SIO;20130824;16.1;79;14.5;17.4;22.4;11.1;82.0;1.5
SIO;20130825;12.4;170;11.1;16.1;21.6;0.2;70.1;3.0
SIO;20130826;11.7;241;10.5;16.5;22.2;0.0;65.5;2.6
SIO;20130827;12.4;206;10.7;16.3;24.3;0.0;69.0;2.5
SIO;20130828;13.1;295;12.9;18.4;24.9;0.0;64.2;2.5
SIO;20130829;13.6;260;12.2;18.2;24.8;0.0;67.1;3.2
SIO;20130830;13.4;268;11.7;18.9;26.5;0.0;64.0;3.2
SIO;20130831;13.2;262;11.5;19.6;27.2;0.0;60.5;3.0
SIO;20130901;13.0;266;12.1;19.2;26.9;0.0;60.7;3.7
SIO;20130902;11.8;260;12.1;18.4;26.0;0.0;59.1;2.7
SIO;20130903;12.2;263;10.5;18.6;27.0;0.0;59.6;2.2
SIO;20130904;14.0;258;12.5;21.0;29.6;0.0;59.4;2.0
SIO;20130905;15.4;241;14.9;22.5;29.9;0.0;59.0;2.9
SIO;20130906;16.0;235;16.0;22.8;30.0;0.0;59.9;2.4
SIO;20130907;17.0;182;16.6;20.8;26.6;0.8;70.7;2.6
SIO;20130908;17.3;109;13.6;17.2;22.1;12.6;88.7;1.8
SIO;20130909;12.3;251;10.9;15.7;22.1;0.1;71.9;2.7
SIO;20130910;11.7;171;10.7;15.0;23.2;0.1;70.5;4.0
SIO;20130911;9.5;178;9.6;13.8;19.1;0.0;61.6;4.6
SIO;20130912;10.1;182;8.9;13.1;19.2;0.0;68.6;3.3
SIO;20130913;9.2;244;6.0;14.0;21.6;0.0;61.6;2.5
SIO;20130914;11.9;184;9.8;16.3;22.2;1.2;66.1;1.6
SIO;20130915;15.6;61;11.5;15.1;17.3;3.3;91.4;1.1
SIO;20130916;13.2;55;10.1;12.4;14.2;10.2;91.5;1.3
SIO;20130917;9.1;203;8.0;12.3;17.7;2.3;66.0;2.7
SIO;20130918;13.6;145;9.7;13.9;20.8;8.9;86.1;1.2
SIO;20130919;11.6;228;9.1;14.5;19.5;0.0;72.4;4.4
SIO;20130920;11.5;226;7.6;14.2;22.2;0.0;73.4;1.8
SIO;20130921;12.0;207;8.7;14.9;22.2;0.0;72.9;1.9
SIO;20130922;12.1;206;8.1;14.5;22.0;0.0;76.0;1.5
SIO;20130923;11.6;220;8.4;14.7;23.0;0.0;72.5;1.8
SIO;20130924;11.9;216;8.4;15.3;23.9;0.0;71.4;1.7
SIO;20130925;12.5;206;9.0;15.9;24.7;0.0;71.1;1.7
SIO;20130926;14.6;95;12.3;16.5;22.0;0.5;78.4;0.7
SIO;20130927;15.5;130;13.1;17.2;24.4;1.9;80.1;0.9
SIO;20130928;14.1;140;11.4;17.2;25.0;0.0;73.7;1.3
SIO;20130929;15.1;79;12.0;16.0;21.7;2.9;83.8;2.0
SIO;20130930;14.7;166;13.2;16.4;21.1;0.1;80.8;2.0
SIO;20131001;14.6;131;12.4;16.5;21.9;0.0;79.4;1.8
SIO;20131002;14.1;172;12.4;16.5;23.0;0.0;76.5;1.5
SIO;20131003;14.2;137;13.1;17.0;24.0;0.0;75.4;1.5
SIO;20131004;15.4;122;13.2;17.4;22.7;7.1;78.7;1.5
SIO;20131005;14.9;112;13.4;15.9;19.2;5.5;83.0;2.8
SIO;20131006;13.3;159;12.0;15.1;20.5;0.0;78.8;1.8
SIO;20131007;13.4;156;12.3;15.2;20.7;0.0;78.7;2.2
SIO;20131008;13.4;128;12.7;15.2;19.0;0.0;78.4;2.5
SIO;20131009;12.9;78;10.6;14.5;17.5;0.0;78.7;1.9
SIO;20131010;10.1;40;6.1;9.6;13.4;1.7;82.9;3.3
SIO;20131011;7.7;122;4.2;7.6;12.3;2.1;75.0;2.7
SIO;20131012;8.1;101;4.2;6.7;10.5;22.6;83.3;1.5
SIO;20131013;8.8;151;2.3;8.7;15.6;1.1;79.6;1.0
SIO;20131014;9.7;85;6.9;10.5;16.1;0.3;77.5;1.4
SIO;20131015;11.0;66;6.8;10.5;14.1;3.2;87.2;0.8
SIO;20131016;12.9;84;10.4;12.9;16.6;6.2;87.7;1.4
SIO;20131017;11.6;161;7.0;12.3;19.0;0.5;83.4;1.5
SIO;20131018;9.1;147;4.7;10.2;18.3;0.0;76.1;1.4
SIO;20131019;9.7;143;4.9;12.1;20.7;0.0;71.4;1.1
SIO;20131020;12.0;55;9.2;12.7;18.2;0.7;82.4;1.3
SIO;20131021;11.4;118;8.1;12.5;18.9;0.0;80.3;1.1
SIO;20131022;11.9;76;9.4;14.2;21.6;0.0;74.1;1.0
SIO;20131023;14.3;37;10.9;13.7;16.7;10.3;91.1;1.6
SIO;20131024;11.6;133;7.4;11.6;18.7;0.1;86.4;1.2
SIO;20131025;10.8;119;8.4;13.4;22.2;0.0;73.2;1.4
SIO;20131026;11.4;122;8.3;13.7;21.4;0.0;74.3;1.5
SIO;20131027;12.9;58;10.3;13.9;18.8;2.2;81.7;1.6
SIO;20131028;10.0;126;8.6;14.8;23.7;0.0;63.4;1.7
SIO;20131029;10.5;77;9.6;11.6;14.1;2.8;77.1;2.8
SIO;20131030;8.8;110;4.7;8.9;14.5;0.0;79.2;1.2
SIO;20131031;8.4;112;2.7;7.4;14.6;0.0;83.1;1.2
SIO;20131101;9.3;60;3.3;8.3;13.4;0.0;85.1;1.1
SIO;20131102;11.5;85;9.2;11.3;15.9;9.9;86.8;1.3
SIO;20131103;9.6;65;3.1;8.9;13.2;21.2;84.0;2.3
SIO;20131104;8.3;26;4.0;6.7;8.9;7.1;84.8;1.2
SIO;20131105;8.9;53;4.2;7.1;9.8;6.0;88.6;0.9
SIO;20131106;10.8;45;5.6;11.5;18.4;9.9;81.5;2.3
SIO;20131107;9.0;100;3.5;8.4;15.8;0.0;83.6;1.0
SIO;20131108;9.3;88;3.1;9.4;15.4;14.1;80.3;1.9
SIO;20131109;9.0;80;4.9;8.4;12.4;0.6;81.7;1.9
SIO;20131110;7.6;21;3.3;4.8;7.3;19.3;87.9;2.3
SIO;20131111;5.7;96;-0.7;2.8;8.3;0.0;77.6;1.0
SIO;20131112;5.4;92;-2.9;1.7;8.1;0.0;79.7;1.0
SIO;20131113;6.5;67;-1.4;2.9;8.8;0.0;86.7;1.0
SIO;20131114;6.8;24;0.1;3.6;6.8;0.1;86.4;1.4
SIO;20131115;7.0;58;0.9;3.9;7.6;1.2;87.5;1.3
SIO;20131116;6.6;81;-1.4;2.6;8.6;0.0;90.2;1.2
SIO;20131117;7.1;40;0.6;3.7;5.9;0.0;90.0;1.3
SIO;20131118;7.5;60;0.1;4.8;11.2;0.0;87.6;1.2
SIO;20131119;8.2;27;3.0;5.5;7.2;1.8;90.5;2.2
SIO;20131120;6.6;29;2.3;4.1;5.4;0.1;80.9;2.7
SIO;20131121;6.4;12;0.7;1.7;2.6;2.3;92.0;1.4
SIO;20131122;5.4;92;-0.7;1.5;6.1;0.0;80.8;0.8
SIO;20131123;5.0;45;-3.0;0.0;2.5;0.0;81.6;1.4
SIO;20131124;5.5;61;-2.6;0.8;4.4;0.0;85.3;1.3
SIO;20131125;5.0;66;-3.5;2.1;6.6;0.0;71.4;2.2
SIO;20131126;3.7;72;-5.3;-2.4;2.3;0.0;72.3;0.8
SIO;20131127;3.5;70;-4.9;-2.3;2.0;0.0;69.9;1.2
SIO;20131128;3.7;55;-7.7;-3.5;0.7;0.0;78.4;0.7
SIO;20131129;4.1;65;-6.7;-2.3;2.3;0.0;80.5;1.0
SIO;20131130;5.3;32;-4.9;-1.2;1.4;2.7;93.9;0.6
SIO;20131201;3.8;67;-8.0;-4.5;-0.1;0.0;88.0;1.1
SIO;20131202;3.7;65;-9.2;-4.8;1.1;0.0;85.8;0.9
SIO;20131203;4.2;63;-7.3;-2.6;5.7;0.0;83.6;0.8
SIO;20131204;4.2;65;-6.5;-1.5;6.5;0.0;78.6;0.8
SIO;20131205;4.7;59;-5.4;-1.5;3.4;0.0;85.6;1.1
SIO;20131206;5.7;50;-2.0;2.2;6.9;0.0;80.8;1.8
SIO;20131207;4.4;60;-5.1;-1.4;3.9;0.0;80.9;1.1
SIO;20131208;3.9;60;-6.5;-2.3;4.2;0.0;77.9;1.1
SIO;20131209;4.3;37;-5.9;-2.0;2.9;0.0;81.1;0.7
SIO;20131210;4.2;59;-5.4;-1.1;7.1;0.0;76.4;0.6
SIO;20131211;4.3;58;-5.4;-0.9;7.8;0.0;76.6;0.6
SIO;20131212;4.1;57;-5.6;-2.0;3.9;0.0;78.4;0.9
SIO;20131213;3.8;57;-7.0;-3.3;3.0;0.0;79.5;0.8
SIO;20131214;4.1;38;-6.9;-1.7;3.2;0.0;77.3;1.0
SIO;20131215;4.5;58;-4.1;-0.2;6.2;0.0;75.2;1.3
SIO;20131216;4.2;56;-4.4;0.4;8.4;0.0;68.9;1.2
SIO;20131217;4.3;56;-4.2;0.3;8.4;0.0;71.0;1.1
SIO;20131218;4.6;53;-2.7;0.6;6.8;0.0;73.1;1.4
SIO;20131219;5.4;17;-2.5;3.0;8.8;0.0;71.1;1.3
SIO;20131220;6.7;26;-0.2;3.8;6.1;0.0;84.4;1.1
SIO;20131221;5.8;54;-2.4;1.6;6.8;0.0;85.2;1.7
SIO;20131222;6.2;40;-0.1;3.4;8.4;0.0;79.2;1.2
SIO;20131223;6.0;52;-1.2;3.2;10.0;0.0;79.3;1.0
SIO;20131224;5.4;46;-1.6;4.5;10.5;0.0;66.5;1.1
SIO;20131225;7.3;16;4.0;8.7;11.5;5.2;67.7;2.3
SIO;20131226;6.8;8;0.2;3.0;3.8;4.3;89.5;3.2
SIO;20131227;5.5;52;-2.0;1.3;5.5;0.0;83.6;1.7
SIO;20131228;6.4;48;-0.6;3.7;9.6;7.3;80.7;2.4
SIO;20131229;6.9;61;-0.1;3.5;6.9;0.0;88.4;0.7
SIO;20131230;4.3;58;-1.5;1.2;4.8;0.0;64.9;1.7
SIO;20131231;4.2;58;-2.9;-0.2;5.3;0.0;69.6;1.5
SIO;20140101;4.9;62;-2.4;1.7;7.6;0.0;71.7;1.8
SIO;20140102;5.7;19;-1.8;1.1;3.7;5.8;86.1;1.4
SIO;20140103;6.2;45;-1.4;2.0;6.2;1.1;87.5;1.8
SIO;20140104;7.8;8;2.7;3.9;6.4;7.0;96.2;1.6
SIO;20140105;6.5;63;-0.1;3.9;7.5;0.3;81.3;1.5
SIO;20140106;5.4;47;-1.7;2.1;5.7;0.0;76.8;1.7
SIO;20140107;6.4;50;0.0;3.6;10.2;0.0;81.4;1.0
SIO;20140108;6.8;59;0.3;4.7;11.3;0.0;81.1;1.2
SIO;20140109;6.8;47;-0.8;3.8;8.6;0.1;84.9;1.0
SIO;20140110;8.1;64;1.7;6.1;12.0;0.1;86.7;1.0
SIO;20140111;7.3;60;0.4;4.5;8.8;0.0;87.6;1.4
SIO;20140112;6.0;66;-1.2;2.9;10.1;0.0;81.2;1.1
SIO;20140113;5.6;36;-3.3;1.2;4.7;3.8;83.8;1.0
SIO;20140114;7.0;25;1.7;2.9;5.1;5.4;92.9;1.0
SIO;20140115;5.6;47;0.8;3.1;5.7;0.0;75.0;1.3
SIO;20140116;6.3;47;1.5;5.3;10.1;1.4;71.5;1.5
SIO;20140117;7.3;41;0.7;3.7;7.3;3.7;90.7;1.2
SIO;20140118;6.1;30;-1.1;2.7;6.6;0.0;81.8;1.3
SIO;20140119;6.5;63;-0.4;3.5;9.6;0.0;83.1;1.4
SIO;20140120;7.1;18;1.2;3.0;4.5;0.5;93.7;0.9
SIO;20140121;6.6;38;3.1;4.2;5.8;0.0;80.7;1.1
SIO;20140122;5.2;80;-1.4;1.9;8.0;0.0;76.5;1.3
SIO;20140123;5.8;42;-1.0;2.1;7.7;0.0;81.7;0.8
SIO;20140124;5.3;84;-3.5;1.4;5.4;5.5;78.6;1.5
SIO;20140125;3.7;75;-5.7;-1.3;2.2;0.0;68.0;1.1
SIO;20140126;5.3;34;-0.2;4.5;6.7;3.2;64.1;3.2
SIO;20140127;5.7;81;-2.6;1.6;6.5;4.2;83.8;1.3
SIO;20140128;3.7;95;-4.8;-1.4;3.5;0.0;68.3;1.4
SIO;20140129;3.4;70;-4.9;-0.4;4.6;0.0;57.9;1.6
SIO;20140130;4.5;43;-2.8;1.2;6.2;0.0;68.6;1.4
SIO;20140131;5.2;86;-3.7;1.1;8.4;0.0;79.6;1.5
SIO;20140201;5.0;67;-2.2;2.8;7.2;2.9;67.5;2.8
SIO;20140202;6.9;32;1.2;2.8;4.8;2.7;92.9;0.9
SIO;20140203;6.5;94;0.5;4.4;11.4;0.0;79.5;1.8
SIO;20140204;6.9;69;0.0;3.6;8.0;0.2;86.9;1.0
SIO;20140205;6.2;20;-0.6;3.3;8.5;2.6;81.6;1.4
SIO;20140206;5.7;100;-1.4;3.0;9.4;0.0;77.3;1.3
SIO;20140207;6.3;15;-0.6;2.5;7.7;8.6;86.0;1.2
SIO;20140208;6.3;57;-0.7;3.1;7.1;4.4;84.0;1.5
SIO;20140209;6.1;84;0.1;2.8;8.4;0.4;82.7;1.0
SIO;20140210;5.2;64;0.5;5.3;10.9;0.0;59.7;1.6
SIO;20140211;6.0;131;0.7;4.3;10.0;0.1;73.9;1.5
SIO;20140212;5.0;134;0.3;4.5;11.5;0.0;61.2;1.2
SIO;20140213;6.2;10;0.3;1.9;3.2;24.1;89.1;1.3
SIO;20140214;6.4;28;-0.3;2.2;3.7;0.2;89.3;1.6
SIO;20140215;6.3;115;-0.6;5.6;13.1;0.2;72.5;1.9
SIO;20140216;7.2;25;1.5;3.2;4.2;14.9;93.9;1.0
SIO;20140217;6.6;139;0.6;4.1;10.2;2.0;81.6;1.3
SIO;20140218;5.9;101;0.2;5.0;11.1;0.0;68.9;1.6
SIO;20140219;7.2;58;1.6;5.4;9.4;0.3;81.1;1.2
SIO;20140220;5.5;152;-0.4;5.5;12.2;0.0;64.4;1.3
SIO;20140221;6.5;37;2.0;4.7;6.7;0.9;76.5;1.3
SIO;20140222;5.6;133;-0.9;4.1;11.6;6.2;73.0;1.4
SIO;20140223;6.5;147;1.7;5.0;11.1;2.7;75.9;1.3
SIO;20140224;4.6;166;-1.2;5.3;14.2;0.0;56.1;1.8
SIO;20140225;4.4;152;-1.4;5.6;12.6;0.0;52.2;1.1
SIO;20140226;6.0;112;3.0;5.6;10.9;4.1;67.0;4.3
SIO;20140227;6.5;118;1.5;5.3;9.8;0.5;75.1;1.1
SIO;20140228;6.6;123;2.9;5.9;10.8;0.8;74.0;2.5
SIO;20140301;6.5;111;2.6;4.6;8.1;0.5;78.0;1.1
SIO;20140302;5.8;90;2.6;4.8;8.6;0.0;68.5;1.2
SIO;20140303;6.3;42;1.1;3.8;6.4;1.2;78.7;2.0
SIO;20140304;6.4;147;1.6;5.0;9.4;0.0;74.8;2.6
SIO;20140305;5.4;184;1.8;6.5;12.3;0.0;58.0;1.9
SIO;20140306;5.1;192;-0.4;5.7;13.6;0.0;58.6;1.8
SIO;20140307;5.0;198;-0.6;6.2;15.4;0.0;56.7;1.7
SIO;20140308;5.3;201;0.2;7.6;17.5;0.0;54.5;1.9
SIO;20140309;5.1;204;-0.6;7.9;17.7;0.0;52.2;1.5
SIO;20140310;5.6;201;0.6;8.2;17.9;0.0;54.8;1.5
SIO;20140311;6.2;190;1.2;8.3;16.5;0.0;59.7;2.0
SIO;20140312;6.2;209;0.7;8.5;17.0;0.0;59.4;2.1
SIO;20140313;6.0;211;1.0;8.8;18.2;0.0;56.4;1.9
SIO;20140314;6.4;212;1.9;9.6;18.2;0.0;56.5;2.2
SIO;20140315;7.0;135;2.1;9.6;16.9;0.0;61.0;4.1
SIO;20140316;7.6;207;5.2;11.8;18.5;0.0;56.0;5.0
SIO;20140317;6.7;223;3.6;11.5;22.1;0.0;54.4;1.6
SIO;20140318;6.6;213;4.0;13.4;22.3;0.0;46.1;2.7
SIO;20140319;7.5;220;7.3;12.7;18.3;0.0;52.4;5.1
SIO;20140320;6.5;218;4.4;13.0;22.6;0.0;47.4;2.9
SIO;20140321;6.8;213;5.6;12.8;21.0;0.0;48.4;1.6
SIO;20140322;8.5;56;5.4;9.3;12.7;3.0;73.1;3.1
SIO;20140323;6.3;91;2.4;4.9;7.7;0.0;72.9;5.1
SIO;20140324;5.7;223;0.8;4.3;10.2;0.4;70.4;3.1
SIO;20140325;4.5;205;-0.9;4.7;11.0;0.0;55.6;1.6
SIO;20140326;5.3;217;0.4;6.0;12.4;0.0;58.5;2.9
SIO;20140327;5.5;217;-0.4;7.1;14.4;0.0;57.9;2.8
SIO;20140328;5.4;246;0.3;9.0;18.8;0.0;51.3;1.6
SIO;20140329;5.3;222;3.1;11.7;20.5;0.0;41.7;2.6
SIO;20140330;5.4;214;5.4;12.6;22.2;0.0;40.1;1.8
SIO;20140331;6.5;226;3.5;11.7;21.3;0.0;49.4;1.8
SIO;20140401;7.4;222;5.2;12.6;20.4;0.0;53.4;2.3
SIO;20140402;6.9;217;5.6;14.3;23.0;0.0;46.2;1.9
SIO;20140403;8.0;58;10.7;14.3;18.3;0.0;49.8;1.2
SIO;20140404;8.2;232;9.9;15.6;21.5;0.0;47.6;3.8
SIO;20140405;10.4;210;11.3;15.0;19.2;0.0;62.6;4.2
SIO;20140406;10.4;243;10.2;14.8;22.0;0.0;64.2;2.8
SIO;20140407;9.3;229;7.1;14.9;23.5;0.0;57.9;1.4
SIO;20140408;10.4;161;10.3;13.0;18.5;6.2;69.5;4.0
SIO;20140409;7.3;278;5.8;11.9;18.9;0.0;54.3;3.4
SIO;20140410;7.5;280;3.9;12.4;21.0;0.0;55.3;2.3
SIO;20140411;8.0;271;5.7;14.7;24.1;0.0;51.6;2.3
SIO;20140412;9.0;161;7.0;14.5;20.3;0.0;56.7;2.4
SIO;20140413;8.4;232;8.3;15.4;22.7;0.0;50.7;2.8
SIO;20140414;7.2;287;4.8;14.1;22.3;0.0;49.2;3.5
SIO;20140415;5.3;297;6.5;12.1;19.0;0.0;39.7;4.3
SIO;20140416;5.4;297;2.9;9.6;17.3;0.0;47.4;3.1
SIO;20140417;6.2;293;2.5;10.7;18.4;0.0;51.5;3.3
SIO;20140418;7.0;66;3.6;8.5;12.3;0.0;63.6;2.3
SIO;20140419;6.8;215;2.3;6.7;10.9;0.0;69.8;2.0
SIO;20140420;7.4;248;2.8;11.0;19.6;0.0;60.2;2.4
SIO;20140421;9.6;227;8.2;12.7;19.4;0.0;67.1;3.5
SIO;20140422;9.1;278;6.0;14.2;22.4;0.0;60.4;3.0
SIO;20140423;9.8;294;9.9;15.9;24.7;0.4;58.6;2.6
SIO;20140424;9.6;295;8.0;16.0;24.3;0.0;56.2;2.4
SIO;20140425;10.5;214;10.0;15.5;22.4;0.0;60.9;5.0
SIO;20140426;11.6;275;9.8;15.3;21.8;4.7;69.0;4.5
SIO;20140427;9.3;133;7.9;9.9;12.4;8.1;77.1;3.9
SIO;20140428;9.3;63;5.8;7.3;8.9;8.4;91.2;2.4
SIO;20140429;8.7;234;5.4;10.1;16.1;0.0;72.7;1.8
SIO;20140430;8.9;157;7.2;10.9;15.6;0.8;69.5;3.0
SIO;20140501;9.4;231;6.9;12.7;19.3;0.0;65.4;3.6
SIO;20140502;10.2;166;8.4;11.7;16.2;1.8;74.6;2.2
SIO;20140503;9.2;249;8.2;12.6;17.4;0.1;64.3;5.3
SIO;20140504;7.5;337;3.7;11.1;19.1;0.0;60.4;3.7
SIO;20140505;8.0;334;4.6;13.9;22.8;0.0;55.0;2.3
SIO;20140506;9.1;170;7.1;14.8;21.6;0.2;55.8;1.9
SIO;20140507;12.7;140;8.7;12.6;17.8;7.0;87.7;1.8
SIO;20140508;9.9;247;6.1;13.9;19.9;0.0;65.8;1.7
SIO;20140509;12.0;277;11.8;17.2;23.7;0.0;62.7;3.3
SIO;20140510;11.5;193;8.8;16.4;22.4;0.0;64.1;1.9
SIO;20140511;10.8;165;7.6;12.3;19.2;7.8;76.8;3.0
SIO;20140512;8.4;198;6.5;10.3;15.7;2.8;69.8;2.5
SIO;20140513;8.0;211;6.8;9.8;13.8;0.0;66.9;4.3
SIO;20140514;7.9;196;6.7;10.1;16.2;0.1;64.9;4.4
SIO;20140515;6.7;299;5.1;10.7;17.9;0.0;55.6;2.1
SIO;20140516;6.8;332;2.7;11.8;20.0;0.0;53.0;2.5
SIO;20140517;7.8;355;4.6;14.2;23.2;0.0;52.2;2.8
SIO;20140518;9.5;345;6.8;16.1;24.0;0.0;54.6;2.7
SIO;20140519;8.5;289;11.4;17.8;23.4;0.0;44.5;4.0
SIO;20140520;9.0;278;9.3;18.4;25.5;0.0;44.7;2.2
SIO;20140521;10.0;283;10.9;19.9;27.2;0.0;45.4;3.6
SIO;20140522;10.9;225;12.8;19.7;29.2;0.7;50.7;4.0
SIO;20140523;11.0;304;9.2;15.7;23.4;9.0;64.7;2.8
SIO;20140524;9.5;358;10.2;16.1;22.1;0.0;53.6;4.2
SIO;20140525;10.5;252;7.8;16.5;23.3;0.0;57.6;3.4
SIO;20140526;12.4;171;12.6;15.5;19.3;1.7;70.6;2.7
SIO;20140527;11.7;217;10.8;13.7;18.4;3.2;75.3;4.5
SIO;20140528;10.9;243;10.8;15.1;20.8;0.0;65.3;3.7
SIO;20140529;10.6;318;12.3;17.2;24.4;0.0;56.6;2.9
SIO;20140530;10.7;239;11.0;16.6;22.7;0.0;58.3;2.5
SIO;20140531;10.4;360;9.4;16.6;24.0;0.0;57.6;4.4
SIO;20140601;9.2;328;8.1;16.8;25.3;0.0;51.6;2.9
SIO;20140602;9.9;339;10.4;17.7;24.2;0.0;51.3;3.6
SIO;20140603;10.8;269;12.4;17.5;24.9;0.0;55.9;3.3
SIO;20140604;12.2;126;11.1;14.9;19.0;0.7;72.5;1.9
SIO;20140605;10.3;348;9.2;16.5;23.7;0.0;58.0;2.7
SIO;20140606;11.2;302;9.6;19.6;30.3;0.0;52.7;1.8
SIO;20140607;12.4;334;12.9;22.4;32.9;0.0;49.2;1.9
SIO;20140608;12.3;347;14.5;24.6;33.5;0.0;42.9;2.1
SIO;20140609;12.3;314;15.6;25.0;36.2;0.0;42.5;2.7
SIO;20140610;12.7;290;16.7;24.5;33.5;0.4;43.2;3.1
SIO;20140611;14.6;355;14.8;24.6;32.9;0.0;49.9;3.1
SIO;20140612;15.8;318;16.9;24.5;33.6;0.0;54.0;2.5
SIO;20140613;15.5;287;16.1;22.5;31.8;0.1;59.7;2.3
SIO;20140614;14.1;247;14.1;19.6;27.6;0.0;64.2;2.1
SIO;20140615;13.3;282;13.0;18.4;24.3;0.0;64.2;2.6
SIO;20140616;11.6;371;13.1;20.7;28.1;0.0;50.6;3.2
SIO;20140617;11.9;221;13.2;17.4;24.6;0.4;62.2;2.5
SIO;20140618;12.8;194;12.1;16.3;22.3;0.5;70.4;2.5
SIO;20140619;12.2;294;11.3;18.5;26.9;0.4;61.3;2.6
SIO;20140620;11.1;376;11.2;20.4;29.4;0.0;52.6;2.4
SIO;20140621;11.3;367;12.1;21.6;29.5;0.0;46.7;3.8
SIO;20140622;14.6;214;16.1;21.3;30.7;2.7;60.2;1.8
SIO;20140623;16.9;252;14.3;20.2;27.1;5.9;73.9;2.6
SIO;20140624;17.2;228;14.5;18.9;24.3;0.2;79.9;2.5
SIO;20140625;13.4;248;15.9;21.0;27.6;0.0;57.5;2.6
SIO;20140626;11.1;365;12.5;20.6;27.9;0.0;48.4;3.3
SIO;20140627;11.0;333;13.4;21.8;29.0;0.0;44.5;3.2
SIO;20140628;13.8;156;15.9;21.8;26.7;0.8;54.1;1.4
SIO;20140629;14.3;162;12.0;16.7;21.1;5.0;76.1;3.3
SIO;20140630;10.1;324;11.8;17.0;23.6;0.2;56.1;3.7
SIO;20140701;11.3;283;9.2;17.8;25.4;1.3;57.7;2.7
SIO;20140702;16.3;78;13.3;16.2;18.4;2.3;88.2;1.1
SIO;20140703;13.5;359;11.4;20.3;28.8;0.0;61.0;2.5
SIO;20140704;14.0;158;16.3;22.0;27.9;0.0;55.5;2.9
SIO;20140705;16.6;216;16.1;20.6;26.8;0.1;70.0;1.9
SIO;20140706;15.8;312;14.7;22.3;32.0;2.2;62.8;2.4
SIO;20140707;17.5;177;15.7;18.6;25.4;11.5;82.7;2.0
SIO;20140708;13.4;87;12.3;14.3;16.4;12.6;82.3;3.0
SIO;20140709;11.5;225;11.4;14.2;19.1;0.4;72.6;5.0
SIO;20140710;12.5;86;10.1;12.2;14.3;4.5;88.1;1.5
SIO;20140711;15.2;142;12.8;16.3;21.1;0.6;82.6;3.1
SIO;20140712;16.1;246;14.8;18.5;23.8;0.4;77.2;3.5
SIO;20140713;15.2;254;15.0;19.3;25.8;0.0;69.7;3.8
SIO;20140714;15.5;284;15.6;19.6;25.8;0.0;69.7;3.7
SIO;20140715;15.1;356;15.7;21.7;27.7;0.0;60.1;3.7
SIO;20140716;15.2;309;14.3;22.1;30.6;0.0;60.2;2.4
SIO;20140717;15.2;341;14.8;23.7;32.9;0.0;55.3;2.3
SIO;20140718;15.0;351;15.3;24.6;34.0;0.0;52.3;2.5
SIO;20140719;16.1;217;17.6;24.5;32.6;0.0;53.1;1.6
SIO;20140720;18.3;109;14.0;19.3;23.7;8.8;81.1;2.7
SIO;20140721;15.6;143;13.1;16.5;20.7;4.0;84.1;2.6
SIO;20140722;17.8;127;15.6;18.3;21.6;3.1;85.2;2.5
SIO;20140723;18.5;266;17.6;22.0;28.1;1.1;71.6;2.7
SIO;20140724;17.7;182;14.9;19.1;23.6;17.8;80.7;1.6
SIO;20140725;14.6;322;12.9;20.2;28.5;1.1;65.9;2.4
SIO;20140726;17.1;99;15.9;17.6;20.6;3.4;85.5;1.1
SIO;20140727;16.0;297;13.9;20.5;26.4;0.0;68.6;2.5
SIO;20140728;17.4;210;15.6;19.1;26.0;17.0;80.5;2.3
SIO;20140729;14.0;184;12.7;16.5;20.8;13.5;75.7;1.9
SIO;20140730;16.7;127;15.0;17.8;20.9;0.0;82.1;2.9
SIO;20140731;18.2;274;16.6;21.2;27.6;0.0;74.5;2.5
SIO;20140801;18.6;287;17.8;22.5;29.1;0.5;70.4;2.4
SIO;20140802;18.6;193;16.6;19.9;26.3;8.3;81.5;2.2
SIO;20140803;17.5;193;15.6;18.8;23.7;0.1;81.8;1.6
SIO;20140804;16.7;245;14.7;20.3;27.0;0.2;71.7;2.8
SIO;20140805;15.5;306;16.3;20.8;27.7;0.0;65.6;3.3
SIO;20140806;14.3;246;13.0;19.7;24.6;0.0;64.0;2.5
SIO;20140807;15.9;242;15.4;20.9;27.4;0.0;66.1;2.5
SIO;20140808;17.8;265;15.4;21.0;29.1;6.6;74.4;1.9
SIO;20140809;19.0;205;16.5;20.8;26.4;3.0;78.8;1.4
SIO;20140810;18.3;193;18.1;22.9;29.4;0.1;67.6;1.5
SIO;20140811;19.3;125;15.2;18.9;22.8;22.3;87.9;2.4
SIO;20140812;14.7;216;14.3;17.6;23.8;2.0;75.2;1.7
SIO;20140813;14.4;132;11.6;16.6;22.9;6.4;77.5;3.0
SIO;20140814;11.3;264;8.5;15.2;22.5;0.0;67.9;3.0
SIO;20140815;11.8;185;9.9;14.6;21.7;1.1;71.8;2.8
SIO;20140816;10.8;269;10.6;15.8;22.7;0.0;62.9;3.0
SIO;20140817;11.3;291;8.2;16.1;23.2;0.0;64.5;1.9
SIO;20140818;12.1;302;10.1;18.3;27.5;0.0;61.6;2.5
SIO;20140819;13.9;286;12.4;17.9;24.1;7.7;69.6;3.4
