date,depth,SWP
2025-06-20,-1.5,-1.1892835277777778
2025-06-21,-0.15,-150.8249297222222
2025-06-21,-0.5,-37.6788775
2025-06-21,-0.8,-2.221676472222222
2025-06-21,-1.5,-1.2385647569444445
2025-06-22,-0.15,-142.64122854166666
2025-06-22,-0.5,-34.21923631944444
2025-06-22,-0.8,-2.2710884305555554
2025-06-22,-1.5,-1
2025-06-23,-0.15,-152.87903583333332
2025-06-23,-0.5,-35.27903027777778
2025-06-23,-0.8,-2.3531060069444445
2025-06-23,-1.5,-1
2025-06-24,-0.15,-155.86545243055554
2025-06-24,-0.5,-36.54072229166667
2025-06-24,-0.8,-2.5220034236111113
2025-06-24,-1.5,-1
2025-06-25,-0.15,-173.7807884722222
2025-06-25,-0.5,-37.867227222222226
2025-06-25,-0.8,-2.8234740069444446
2025-06-25,-1.5,-1
2025-06-26,-0.15,-194.19577354166665
2025-06-26,-0.5,-39.20615104166667
2025-06-26,-0.8,-3.4522124375
2025-06-26,-1.5,-1
2025-06-27,-0.15,-200.5855853472222
2025-06-27,-0.5,-41.247041805555554
2025-06-27,-0.8,-4.107891770833334
2025-06-27,-1.5,-1.1182449861111112
2025-06-28,-0.15,-216.90717631944446
2025-06-28,-0.5,-43.40894451388888
2025-06-28,-0.8,-4.984999743055556
2025-06-28,-1.5,-1.3462629513888889
2025-06-29,-0.15,-233.04574680555555
2025-06-29,-0.5,-45.95985131944445
2025-06-29,-0.8,-5.810334701388889
2025-06-29,-1.5,-1.6887674375
2025-06-30,-0.15,-205.13303791666667
2025-06-30,-0.5,-48.23298729166667
2025-06-30,-0.8,-6.800984861111112
2025-06-30,-1.5,-1.7969087430555555
