scen,swc_nse10,swc_rmse10,swc_nse40,swc_rmse40,swc_nse60,swc_rmse60,swc_nse80,swc_rmse80,swp_nse10,swp_nse80,iso_rmse5,iso_rmse20,iso_rmse40,iso_rmse_xy,trans_cor,trans_nse,max_trans,ann_trans
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,-17.376903135733492,0.12695034554376286,-114.34554879966805,0.2205012337516287,-88.01595363709373,0.24505752116525606,-119.07900915386557,0.2455460781360484,-0.2663005410308792,-0.6562798039998077,3.896656810224472,3.1589656340548604,2.7824427510953758,3.5125274841350023,0.7717232238407984,-2.9060448438040463,5.197002989566684,525.5443196280654
63,-12.383634299004509,0.10833898309466282,-2.7779629012451674,0.03990611487544885,-3.3770630916941977,0.05434073584925973,-4.420233286176678,0.052168511289122095,-64566.649047817154,-0.5842954387920092,NaN,NaN,NaN,3.312925842825148,0.7759614129050989,-10.000876419048863,6.788375619309987,731.7563852061583
64,-85.95195496075975,0.27614513702903143,-1.8180710479018893,0.0344656579028096,-1.6595797844218705,0.04235850496318378,-1.6109266141281773,0.036207353884585285,-2.191653393287916,-0.33569825672609,3.9316385052924008,3.419140747885838,4.593145792648699,3.589271162698348,0.7663273441719125,-13.499013064088063,8.087152409078987,775.7554256606361
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,-11.415331596368066,0.10434625960021532,-1.720436727029408,0.03386334994264003,-1.9579368707144105,0.0446712970110043,-2.500531373304398,0.04192435997711453,-0.4502546045458331,-0.5317991398330482,3.903349646040947,3.4128866507002593,2.87963831640724,3.4273176694445806,0.7926267693178519,-9.10848876218177,5.627205573903212,798.1228295592509
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,-125.88742060293416,0.3335853800895283,-99.23161159120336,0.20554786045707651,-70.68901953786894,0.21991782523669143,-92.95388142764952,0.21719849786234707,-0.49609073718021035,-0.6716336892775154,3.8930478960218395,3.287853088484447,2.8299396740569365,3.4131083659457686,0.7474466889741703,-0.9848475146651636,3.8823037580866417,404.201795640837
69,-38.13650560618457,0.18526302340320874,-27.243651484580454,0.10911162552189933,-22.597678560354822,0.1261736748632088,-30.941368189365477,0.12664154833719551,-0.5538643147977731,-0.7257364431119047,3.89804153906908,3.423255079321055,2.874854693447274,3.4939727137173398,0.7419949049134801,0.41355286772497724,3.065945196878992,252.86941656589926
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,-35.474410709173625,0.17885120323273387,-6.013647927603661,0.05437291097926134,-2.7868211151949986,0.05054422091892487,-3.2491849493624,0.04619045831117469,-17.705784123668902,-72.56027815415013,3.939130498501608,3.483302482275298,2.8026525143797176,3.48768735028387,0.6839137360861407,-25.477832037701802,12.689547390627727,1036.6669768505758
73,-62.266165199776985,0.23555020130881663,-78.39661874430533,0.1829412354720789,-56.78109060656687,0.19743628886127024,-73.84231150176345,0.19385323384011982,-0.4504117033445212,-0.6539010088345691,3.9045735877689896,3.3618401851649358,2.9738916781996805,3.4874525706333634,0.7433928948891103,-0.4062693560544317,3.875817714632784,361.4082127601828
74,-62.48440949832658,0.23595613100686177,-62.17204051625481,0.16318230243503465,-47.29793124233886,0.18050879880115683,-63.7306117265734,0.18028280632971921,-0.2984189495406733,-0.7035177984646408,3.962847543457252,3.2741253975238807,2.810566682685539,3.5729472866911447,0.7384547624240121,0.17994311752753744,3.544094131367777,295.7851977875691
75,-88.20362371722521,0.2796977500044104,-1.7787451626334687,0.03422433070428339,-1.0363066777895535,0.03706429164304974,-1.4666582654280185,0.03519281018202643,-2.5957558635576676,-20.666446087853164,3.9632040041288747,3.4494328335741766,2.9931387851274387,3.548395824833197,0.7810351686116163,-11.864347514045175,8.081344250823502,773.35415927394
76,-39.65279796965554,0.1888178051767268,-69.95119423263783,0.17293801063383238,-55.285869853276445,0.1948649825001037,-76.7039997490843,0.1975245774077266,-0.26137294144511825,-0.712835889418568,3.9432651762122726,3.23133669629304,2.7909089792917774,3.1522433723410237,0.8013058111980381,0.016197908288605012,2.8146525379303022,381.25996261924104
77,-10.62782023675271,0.10098267683971769,-1.781540444037422,0.034241540376759624,-1.8019845222956499,0.04347774166569249,-2.008676681480281,0.03886755432069325,-0.35511622594406744,-1.3915993165749754,3.881622201629053,3.601379011462352,2.937389050609808,3.414857821751994,0.7916365992121813,-12.379236057160872,6.635971664367532,858.8990475477586
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,-59.179477985468445,0.22973223214327004,-2.135345986435366,0.03635409519520562,-2.408275864153249,0.04795142096124195,-2.804434434743568,0.0437063466653848,-1719.9282120472135,-8.909481204820727,NaN,NaN,NaN,1.360592462075381,0.7808600372044104,-9.169486942783562,7.368848933000151,718.9268420603822
81,-73.3893982410273,0.25541902750446016,-119.02754274724067,0.2249319050490301,-84.44158892202806,0.2400870690436262,-73.63094674680194,0.19357930649736885,-0.07811247655162412,-1.3123042486313232,3.964148778751652,3.1077266639963272,2.8038994070623926,3.179856017078485,0.7915943876479717,-16.169527470288106,8.730783883361905,887.175251423649
82,-77.0123985048905,0.26156494512432116,-1.8332165747052658,0.034558150436036404,-2.9177826692627535,0.05141079055114666,-4.207159995878851,0.05113284004533307,-0.31460866923365916,-0.5922341547849108,3.920660616284337,3.3429266375079636,2.8595352147110136,3.615577442122078,0.7794678277483104,-2.5827607161763435,4.676829356053666,508.1120997909056
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,-14.554522158587483,0.11679548681481776,-80.5354657079635,0.18538896591299603,-76.81924031906485,0.22912770502604912,-114.06446620345758,0.2403643569873416,-2519.9717065382297,-0.686473634733826,NaN,NaN,NaN,1.6074801761191335,0.7715291089842623,-11.510762782555172,8.595981766946874,826.2346608229551
85,-60.62233460234024,0.2324699371137787,-29.52962114323333,0.11344133047631336,-22.12684931367403,0.12490860183136754,-18.33681026764923,0.09853530657154207,0.099313253686383,-2.6866564699575046,3.8690617696226486,3.2032262968199468,2.750602154493434,3.4135761141704974,0.7663124234317626,-15.82007281705274,9.586817441757802,828.2752128025662
86,-41.0013033998001,0.191923921195039,-5.719053078554767,0.053218746353326324,-5.485940008792731,0.06614858757610871,-6.041189466448742,0.059459666564978864,-2655.774793402698,-0.3318346022354324,NaN,NaN,NaN,2.859422337544885,0.7601996474648572,-9.493217906346267,7.933713031700413,690.9148017046249
87,-7.837610405029492,0.08803698287427106,-1.9931358934829446,0.03552007069137183,-0.6742712184206845,0.03360833655007458,-1.7206635653869404,0.03696041802623269,-210913.65379229782,-7.942000103486734,NaN,NaN,NaN,1.3138617474015997,0.7530067293479669,-10.136940014096737,8.144897447621355,687.71529379137
88,-6.437452327456185,0.08076251258488608,-60.04242258379613,0.1604081700851409,-37.74158668341517,0.1616675338757815,-33.14959120326118,0.1309459916087859,-1.0520210129253758,-3.29227841110211,3.9684161532459674,3.458876621984803,2.841744653358152,3.4505457493120364,0.7834772116185863,-16.363264227478396,8.005110729898128,928.8347818567956
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,-2.5631949959232823,0.05590073512179604,-170.23589413826357,0.26866309088241824,-123.8130100640099,0.29017770412324595,-157.9113329638258,0.282472965570876,-25.407969813259776,-0.6259828356114592,3.968890489727393,3.3777484783427933,2.7638580817446052,3.456067167488883,0.7865366488653094,-9.281582608622099,7.655270019534524,714.4227204659248
91,-2.6249393396586536,0.05638298909961519,-89.32867334909197,0.19512971931839215,-78.61262917904409,0.2317528560922456,-116.09384528994738,0.2424747321494902,-6.6625905421424e60,-0.62035934997448,NaN,NaN,NaN,2.69178009720824,0.7954102587372265,-8.96799261850858,7.28531757350101,723.0127911966107
