ψ_kPa_100mm,ψ_kPa_200mm,ψ_kPa_400mm,ψ_kPa_600mm,ψ_kPa_800mm,ψ_kPa_1000mm,ψ_kPa_1200mm,date,ψ_kPa_eff,RWU,AET,cap
-33.526156502352706,-33.749322358443834,-36.4745899289477,-35.23587979421235,-33.87560497996966,-33.12730227344986,-31.642111327910563,2024-04-21,-34.4635375687962,0.20718309130669973,0.2484870553039021,1.0
-30.856460340925352,-33.96336494992989,-36.68860624239935,-35.38966921910948,-34.04842320885511,-33.34110903036937,-32.020137996728,2024-04-22,NaN,0.09826798381302272,0.09164201554325424,1.0
-40.760780318021844,-37.81403280069552,-37.230194164357215,-35.75122431381347,-34.38834387398253,-33.697809150880595,-32.458246478458726,2024-04-23,-41.63954405801772,0.12699182288632338,0.1370687919164131,1.0
-57.52551876376773,-44.847118256783425,-39.284420243819824,-37.23969703195381,-35.47324071034833,-34.619073869506664,-33.207923955804546,2024-04-24,-47.79121832652203,0.24890178065873425,0.2737233698337437,1.0
-72.5586523703164,-51.56166900124953,-41.82922033544652,-39.28970261041628,-37.09352873599063,-36.03942774975377,-34.34463833872651,2024-04-25,-42.498857806836014,0.23305589031407548,0.25336705546096805,1.0
-101.64732700844851,-62.21304077287563,-45.9763871871044,-42.569576394500416,-39.61963176569374,-38.21607759562657,-36.02659783899071,2024-04-26,-49.60009531061951,0.4523112160699071,0.4804414789227546,1.0
-132.10396484415847,-72.39105053108038,-50.3900633798086,-46.249280232127894,-42.602330592429716,-40.858477551559254,-38.14436813465124,2024-04-27,-51.64611957199615,0.46759987605742176,0.4763579993817018,1.0
-160.17256712137916,-83.7784014182804,-55.77591127198486,-50.717113683270576,-46.20534841211742,-44.046882190395806,-40.714367322026774,2024-04-28,-56.705064501570334,0.5589911937436884,0.5800948256872694,1.0
-173.23997783360525,-88.95176612319803,-58.383652693931474,-53.44751169642646,-48.90924326464508,-46.689849444266564,-43.141094883466536,2024-04-29,-53.504347856347266,0.33243626584865926,0.3199351546859227,1.0
-209.8898495971888,-101.33774238168242,-65.66032387164078,-59.18152764638316,-53.324749364968234,-50.52084791528466,-46.22095411579585,2024-04-30,-64.36899800168675,0.6521623064445425,0.6940383812227215,1.0
-242.79655368094618,-114.05133289653008,-72.87409271778962,-65.33328540783734,-58.37474510795982,-55.02558244331571,-49.90397600423022,2024-05-01,-69.88766555220386,0.6888380338332529,0.7392998144373071,1.0
-271.98236128663,-127.52918655065443,-79.51619482307136,-71.22648928965612,-63.451107594147174,-59.67928683577138,-53.864871144869184,2024-05-02,-74.53996199169727,0.6568326914118587,0.6278042202915948,1.0
-123.00867773490995,-89.33464047392803,-79.56714732037237,-73.48371691119348,-66.68069374539644,-63.157212764195975,-57.34783943027265,2024-05-03,-72.17493259818434,0.4236269685049501,0.34432599291435173,1.0
-90.14965176941338,-79.03313727712639,-77.11368650039715,-72.81836581455978,-67.61460067075413,-64.78687383591941,-59.73612190320056,2024-05-04,-71.3989070164572,0.28131101323572927,0.27473423366911,1.0
-148.53353039498998,-103.19401960163405,-81.19357410308753,-75.54998163013951,-69.8796080000957,-66.98890925842699,-62.08355880982168,2024-05-05,-103.60373283968318,0.6590067048039836,0.725539311014471,1.0
-181.89073853949498,-117.06630324568549,-88.61262029863083,-81.47224094068474,-74.46279459179928,-70.98891168523153,-65.42006906677186,2024-05-06,-87.59418696032674,0.6127377657156932,0.6247991836132046,1.0
-1.561385325877283,-8.697107531900496,-51.710017778338695,-65.71215602292033,-70.21383265554017,-70.35147918770008,-67.19440480840741,2024-05-07,NaN,0.2817520134039935,0.09617020250514768,1.0
-0.24364989744717108,-0.5291081383469596,-3.5820682742592314,-6.842348054647122,-16.30873553689138,-23.7075574046605,-41.422652125570735,2024-05-08,-0.4006212132564584,0.0551950671285951,0.03211397865176675,1.0
-4.822907514499505,-6.314604906488771,-9.232428263667877,-9.334078542795885,-10.430614346803388,-11.338891225105225,-14.947065207715108,2024-05-09,-6.729159818542805,0.7242162176208102,0.7987287079401848,1.0
-12.147677124675052,-12.585245691081289,-14.10348471359896,-13.579709530977604,-13.73426706340826,-14.013108479870757,-15.368605149371785,2024-05-10,-13.131833869025652,0.9684579342983055,1.0152277211304044,1.0
-26.94886612613399,-21.240319738594042,-18.973895148860553,-17.71346243284752,-17.04110093116279,-16.845478837788356,-16.977501306496073,2024-05-11,-23.557905614585444,1.073811766737097,1.087816026043824,1.0
-57.686318832921664,-33.013088635347,-24.008660929818856,-21.864370885540357,-20.304612454455874,-19.6404339673766,-18.818721828836743,2024-05-12,-41.23457177147879,1.1099288242180192,1.1269286764288498,1.0
-29.97134772260779,-26.02929611350331,-26.769206355793248,-24.857922767368407,-23.023968684509803,-22.125311885170476,-20.717810653863914,2024-05-13,-26.6621210431283,0.8375418049349244,0.8013873315320614,1.0
-25.84827562655482,-25.22020377714335,-27.56192453643156,-26.000661051792147,-24.373401745804756,-23.531353257292583,-22.06592686834914,2024-05-14,-26.283744060773145,0.6555566384821004,0.6351651909958391,1.0
-52.024087447368856,-36.63509499115166,-30.1919792844513,-27.88967057366717,-25.867691418766903,-24.88625601090662,-23.27250963243265,2024-05-15,-42.397340635334274,0.8322147243968127,0.8741292900697538,1.0
-72.9684372914038,-45.50179875364476,-33.64037779813741,-30.666949040170135,-28.073326721310032,-26.830760151646647,-24.86193582636941,2024-05-16,-43.87812688955421,0.6743934613141798,0.6773318159825323,1.0
-2.6052054285956068,-7.552248359567131,-24.610510729791127,-27.152160711895554,-27.49363275153486,-27.206095468501548,-25.916173825916793,2024-05-17,-24.21924817213254,0.27882016313620184,0.185022313019178,1.0
-9.412745234122223,-13.718560001643887,-22.16414315979019,-22.981833306378242,-23.73050960701037,-24.06008398740558,-24.239225853611114,2024-05-18,-14.024647427335546,1.0154368819837154,1.1069736618299324,1.0
-20.241459733755086,-21.854740172950955,-25.19369031057712,-24.53159585888695,-24.0955689579951,-23.918864097122007,-23.65664165244425,2024-05-19,-22.18957036869503,0.9508527475111148,0.941068742550049,1.0
-45.03873812419771,-33.947390156810734,-29.519122183051124,-27.644697341888044,-26.1767878954462,-25.51559360002096,-24.554406703111514,2024-05-20,-38.60424051051471,1.0693396615968285,1.0922739074285652,1.0
-76.7403231618437,-46.46752742756349,-33.9412688318465,-31.136162173225493,-28.83071116194331,-27.762904055891067,-26.159250857295284,2024-05-21,-50.29221533813018,0.7878984484887683,0.7850735435142898,1.0
-20.014366547061005,-24.482902687968117,-34.38047734914934,-33.05283510740637,-31.073674453931368,-29.9727152619686,-28.03431233606137,2024-05-22,-29.480185230066688,0.7250214821029188,0.6965596031106202,1.0
-39.92860957913581,-35.58956443510618,-35.504225286933774,-33.66666599832725,-31.816040392037127,-30.855754919768923,-29.12673064748964,2024-05-23,-38.3209812242239,0.9565285829364136,0.9814661147879475,1.0
-10.479675988950012,-17.242241216703484,-32.081581046745505,-32.56604277183687,-31.89306815959199,-31.319709585872527,-29.920014370053778,2024-05-24,-20.960608923873075,0.4676339045728974,0.3932240937439705,1.0
-19.273957788240253,-23.939203304912564,-31.285272791358366,-31.07301609241587,-30.67497950094846,-30.404119786687005,-29.655162015598158,2024-05-25,-22.687720239114707,0.6657593510429836,0.7108393544125123,1.0
-39.41082198692839,-35.065917481213575,-34.70032971473223,-33.153147836635775,-31.81042320791198,-31.164036610581842,-30.08418834053115,2024-05-26,-37.73775954314309,0.9959075845016847,1.0296345801854372,1.0
-77.53532198190655,-50.96143499040039,-39.625545265272265,-36.76320960372663,-34.35971090247003,-33.23509614562684,-31.513113634953726,2024-05-27,-58.88823495159059,0.973043079116102,0.9894305355764491,1.0
-5.498532228859025,-12.482063954044087,-32.87344005321674,-34.97742803443734,-34.86875942716407,-34.384937389560676,-32.90322954805116,2024-05-28,-27.378676331158587,0.4849266554629623,0.4080014551210088,1.0
-16.627181458934302,-21.87285026063666,-31.558943559100896,-32.08723171221798,-32.38445651915617,-32.444398371766255,-32.11074982369511,2024-05-29,-21.84011610407049,1.1630907363205494,1.233134675520424,1.0
-24.087964368847597,-27.535960909348635,-33.3934787800223,-32.914643664065224,-32.45013356045271,-32.21138568840557,-31.72200883635286,2024-05-30,-26.993910167778672,0.665056920286343,0.6134434915533251,1.0
-3.937860026399364,-9.507371058030527,-27.013143275262735,-29.99308103576233,-31.375259712081167,-31.732384444138784,-31.646199087937593,2024-05-31,-12.698537361978584,0.6083778220582663,0.5826496396258097,1.0
-6.360486087626704,-11.587872154666927,-23.152850945047724,-25.180603514508782,-27.072493791922103,-27.981736539713552,-29.167317099942142,2024-06-01,-6.5275730619867725,0.23038547803786835,0.20194956401633926,1.0
-16.58884358558423,-19.889767418540572,-25.947053811571408,-26.095100890205106,-26.566939632253796,-26.884872096463873,-27.558852921712866,2024-06-02,-20.22800273180467,1.0280765445389572,1.1211706746313437,1.0
-9.192724753332797,-14.688931455395991,-25.702219552869586,-26.4597582714958,-26.908332789320216,-27.088723791721197,-27.334315800263354,2024-06-03,-14.315465579966123,0.4599673445239361,0.3635957604071256,1.0
-21.049787084870324,-23.34942198436429,-27.84044869370655,-27.422037774114497,-27.22693228096579,-27.17360447186042,-27.143214062181155,2024-06-04,-23.65173197487206,0.9201273319991584,1.0070793065630663,1.0
-53.861414172381785,-38.85381012649891,-33.408624868038025,-31.36413658513517,-29.80244582030679,-29.117637734071703,-28.187662398535277,2024-06-05,-45.54760575712183,1.3579732216824039,1.4032374144712998,1.0
-138.34040188086948,-63.40140746441966,-40.95080507867427,-37.05548349558674,-33.90952173373507,-32.48414492329571,-30.453606998067198,2024-06-06,-84.75730437390365,1.4099583244656033,1.4427477396166233,1.0
-72.75577883228348,-52.28230979633095,-45.86363979140379,-41.89035070476288,-38.04149151598645,-36.16668035830246,-33.288573486935725,2024-06-07,-45.62725069618116,0.90475320774755,0.8605984024804568,1.0
-84.19998546977388,-59.27822229310484,-49.271211546611184,-45.12927657134772,-41.08505767022508,-39.077194685994364,-35.85866730883822,2024-06-08,-59.09847267295243,0.9731489142673495,0.9840672230231966,1.0
-81.65750827768669,-61.039289036135074,-51.215858701680496,-47.2711496427546,-43.32902100307185,-41.34064147622742,-38.058956082613605,2024-06-09,-52.032682983268515,0.570831944553793,0.5344611246038703,1.0
-38.59322519184997,-41.6075966822635,-50.85771750804533,-48.42477846857234,-45.126926224032495,-43.31290075413258,-40.10178826516013,2024-06-10,-45.33536342155404,0.6302631545411197,0.6100886453786499,1.0
-42.828533472623114,-43.02397492957611,-50.05833380294607,-48.187010171259125,-45.64480549198933,-44.20757450665722,-41.47769279394148,2024-06-11,-45.420192655929796,0.8504893777240434,0.8721853387615156,1.0
-50.322643375917785,-50.19799806501136,-49.73765501097707,-47.72485593163438,-45.5467310804434,-44.3772994569266,-42.1691067726297,2024-06-12,NaN,0.21999054288299297,0.18154072736574242,1.0
-102.750554657882,-69.07522281096504,-55.082073368243826,-51.380329087277275,-48.019925498692785,-46.383454292684725,-43.73432745438447,2024-06-13,-81.59355734530929,0.9734369164559918,1.0578106796156725,1.0
-215.67497111482228,-108.86226460273731,-67.12938050729703,-60.096847713363076,-54.05558775222726,-51.25190616274088,-47.14603755079803,2024-06-14,-103.05278863719525,1.321673108528453,1.3934834959218154,1.0
-113.27029029820602,-80.49875739590712,-69.6326378098958,-64.10986071002158,-58.28884383794652,-55.355852469028434,-50.68190007947845,2024-06-15,-64.66346419899052,0.5421605269875381,0.41261662282678013,1.0
-3.3149763691176743,-11.610098568971047,-47.65664982226635,-55.2069827145042,-56.50892723997913,-55.853971815063574,-52.72855886810162,2024-06-16,-40.48560005479554,0.45449085161042013,0.44257333250582176,1.0
-11.84175952636141,-20.452963730603294,-39.6727482142646,-43.584714236784265,-46.84973887354066,-48.24166248943834,-49.16553372134651,2024-06-17,-18.822611749301394,1.1549369060895607,1.1997352118899194,1.0
-33.04119986579845,-36.85765050428135,-45.20751306199474,-45.48147455957941,-46.016447743247305,-46.34533780662102,-46.829122613951974,2024-06-18,-37.563113453258424,1.3741502584068106,1.3917324918988474,1.0
-96.62640521836802,-64.02536621859046,-54.045980928346346,-51.45507762975517,-49.55453530390807,-48.759129156442285,-47.77425236933978,2024-06-19,-81.12558090338871,1.3920349544684858,1.412974955725215,1.0
-185.1766340005378,-99.57043402034925,-67.41922293506683,-61.4343225720389,-56.492012268068926,-54.27367720327933,-51.25165579618295,2024-06-20,-98.70359285460881,1.3529648970398265,1.4040505236030847,1.0
-67.12256272530637,-62.339296002948416,-67.64160170478037,-64.31657437919257,-60.21667536338731,-58.05555212672475,-54.48938150818795,2024-06-21,-63.746208708177235,0.4176255662617294,0.2508334901673052,1.0
-1.0494141470771903,-6.045837295620631,-37.070044627470246,-48.66366666892061,-54.17802757354349,-55.467584162708576,-54.73357127808904,2024-06-22,-17.242204724359055,0.11456174034255343,0.07568132142043388,1.0
-1.2361311743611396,-3.628357495305741,-15.744244886536123,-22.697553132092548,-31.39320244684942,-36.19719887944088,-43.489561396084135,2024-06-23,-2.7540572522396243,0.45739259072568805,0.4630364606437585,1.0
-5.873126917040103,-9.503652344685827,-17.652186764897596,-19.768629882392872,-23.245926915421176,-25.46384562399413,-30.788953930063318,2024-06-24,-9.525072738782105,0.738404394772902,0.7963914147870514,1.0
-17.400112740835393,-19.25115541665725,-23.659469752357825,-23.90283290457752,-25.052276239020607,-25.912477816033956,-28.4015819088149,2024-06-25,-20.29893480001,1.3918103612176016,1.4471087122345194,1.0
-41.57132724074803,-33.06719717801453,-30.291667764323318,-29.094464826050146,-28.696841658523287,-28.70884401705312,-29.406436667953155,2024-06-26,-37.165775214184364,1.265902310279497,1.2634402480192777,1.0
-67.80425992505346,-45.938152948765115,-36.28363941555635,-34.02616429009615,-32.475836094134266,-31.860729037819365,-31.283106610826856,2024-06-27,-50.190067252041246,0.8593462691051894,0.8468602866024477,1.0
-187.7144406100422,-76.96446950955772,-46.40833896107384,-41.72058307753607,-38.04985666175201,-36.433919291726305,-34.293549747859636,2024-06-28,-107.41335080461423,1.625561403881487,1.7203553311966127,1.0
-352.86854340381785,-128.2529261049064,-61.70076664869061,-53.15426265246387,-46.20801265892616,-43.1105604953689,-38.89282477934154,2024-06-29,-81.1214017344725,1.6480304693608718,1.7126031207114094,1.0
-306.92310609348664,-117.11190586038651,-67.32093306570218,-59.32467905014944,-51.98639231158303,-48.49385304325803,-43.308315668891964,2024-06-30,-61.354283662345466,0.7565185043996007,0.6753950502836115,1.0
-343.10223589972566,-127.4167012055832,-73.76513261643036,-65.10809422217297,-57.10138512394603,-53.254963904817096,-47.42683906209424,2024-07-01,-68.85751303032876,0.7345084598483322,0.7300261126322174,1.0
-147.5229559882159,-94.62100223357473,-81.70248098566194,-72.69795965358784,-63.496195243273434,-58.98139373831342,-52.13802144311609,2024-07-02,-75.64716169707557,0.9476258614329403,0.9560564603595703,1.0
-259.0519931740937,-149.7266546728375,-91.59910275001802,-80.40180462186454,-69.86845722266406,-64.78621534759588,-57.10047051743319,2024-07-03,-108.00033267401781,1.1872946327525455,1.2416329554303638,1.0
-245.51468536301067,-141.2729709498971,-97.13221030552228,-86.42783326051013,-75.64621645324065,-70.31448225109206,-62.06703270457344,2024-07-04,-86.873277699362,0.7113564748235381,0.6580916116213776,1.0
-398.3280300962651,-213.51131270643478,-122.42847557568146,-104.02036996054454,-87.60699150097997,-80.00554813108485,-69.22374471325551,2024-07-05,-132.21707391445773,1.454214568701024,1.5887934822106295,1.0
-591.0255894614282,-274.72520167204294,-161.56193620314755,-132.42993150139276,-106.82839489595152,-95.28375456027744,-79.85235269780976,2024-07-06,-146.58606779062353,1.6072560383924843,1.6722499433096771,1.0
-2.3401752888819596,-13.751466909596438,-91.81623300235478,-112.5048996657585,-109.13557200693842,-102.81652137805486,-88.57003502838327,2024-07-07,-99.2674100953567,0.8068010784686097,0.6053592894439762,1.0
-7.8965808541753155,-19.62870372108979,-57.41959806172853,-70.06746779948006,-79.442975465281,-82.7993579604079,-82.35392714885178,2024-07-08,-11.660408989924886,1.1833561159125967,1.1124722297285103,1.0
-27.021374188958312,-38.30568586658341,-61.24871115714946,-65.40120865097305,-69.51133759590766,-71.51771971340243,-73.67246268236069,2024-07-09,-36.19341135442019,1.448310253696452,1.4839011025940012,1.0
-99.0556526865373,-77.2832027555531,-74.78485472761567,-73.16841409776877,-72.40228524039537,-72.23043109431119,-72.24055994280364,2024-07-10,-92.80158368793562,1.719588161157044,1.756398074277997,1.0
-125.10996571707621,-97.36914685293613,-88.93857951891707,-84.18957437474381,-79.9264982311397,-77.98686404041366,-75.39132022596324,2024-07-11,-100.14382459409529,1.1655559320767896,1.1596493416418685,1.0
-270.2104355162522,-158.78890450040416,-108.84317077661696,-99.05888631313937,-90.543292739267,-86.63631847013448,-81.17365261365384,2024-07-12,-158.17174040090748,1.3581791363706437,1.4253504811806323,1.0
-0.25398272169608194,-3.9561982598448027,-49.78981919469857,-74.92783210418914,-85.53525170717914,-87.31050978595289,-84.65093754543464,2024-07-13,-83.26537843876403,0.3926074070806171,0.17615373478336444,1.0
-6.177201981278442,-12.344727456322168,-30.699414440694298,-38.81130737565174,-50.032143928862574,-56.56017858933251,-67.23012196144873,2024-07-14,-10.831875726402327,1.1378200254188544,1.222698240050365,1.0
-18.112795938312335,-24.8584876518975,-38.29257642472808,-41.486700057523386,-46.31168692181903,-49.287010518291304,-55.91175703581579,2024-07-15,-24.997123398177273,1.2679768323723355,1.26463767072369,1.0
-0.4287729604498246,-2.4364245432095495,-20.673300326678515,-32.007510507484945,-41.551572965990765,-45.86621233860806,-52.17652358497865,2024-07-16,-9.09322207215935,1.1128726850834179,1.0740609782054296,1.0
-4.037729882624715,-7.510865358697181,-17.492137282943258,-20.986543266719433,-26.445592755200916,-29.89631357113427,-37.955934682696196,2024-07-17,-9.528119688158764,1.29187754506023,1.3021819163263348,1.0
-12.939188506471208,-16.466356820591862,-23.31038711495173,-24.446427982301696,-26.783946055650464,-28.364260864290973,-32.62681780528326,2024-07-18,-17.448881214522274,1.3505324312452807,1.374931029721177,1.0
-35.05663749656963,-30.681546816226014,-30.808154639048826,-30.21975896244063,-30.621751197159316,-31.112836093167008,-32.967256590204315,2024-07-19,-33.77724852976418,1.445490252062568,1.4614387921240073,1.0
-91.53919324148853,-53.20850840158689,-39.81023821452827,-37.3148302166424,-35.83121348336329,-35.33899531967761,-35.26476559534351,2024-07-20,-68.05076718394018,1.482545631029263,1.5066905722385509,1.0
-244.2475361650825,-95.44455761036252,-53.26562941912282,-47.576114079574616,-43.26051474814183,-41.418824885042895,-39.17306493912383,2024-07-21,-114.32728292469884,1.7362262072250885,1.8088514939992675,1.0
-24.150093399807226,-32.26757026415241,-51.95258863715351,-50.55863310069228,-47.505395848213354,-45.744303841730385,-42.75435198431601,2024-07-22,-48.81066975150623,0.6288477116779236,0.47630028864242435,1.0
-69.14093399503973,-56.4401067563973,-53.790648609205434,-51.19108106133424,-48.48400162485328,-47.05988644077158,-44.4818288126784,2024-07-23,-64.3896426236304,1.287450105618883,1.358409010006345,1.0
-171.31041182298196,-92.46616465481388,-63.36795451590757,-57.79264470617111,-52.90219365915487,-50.588098599037906,-47.05090010523481,2024-07-24,-112.33125518140753,1.3639504307281398,1.4028791677888128,1.0
-296.0753669314774,-146.05573085368897,-80.54757418088941,-70.29261849084375,-61.551156998954646,-57.552267998493036,-51.88899246307873,2024-07-25,-97.26188838222602,1.4090915598705331,1.47905725324488,1.0
-433.1788772076213,-193.31405346093666,-104.07336347645406,-87.88226915027712,-73.96155006797515,-67.65458921995413,-59.008559026605184,2024-07-26,-106.50767141585446,1.4935102918143208,1.5439241101637364,1.0
-592.1806642380353,-243.41822345926244,-135.0219190310492,-111.03300265725278,-90.23633865064595,-80.88073121377211,-68.37627033182537,2024-07-27,-124.88095248069405,1.5843527773047335,1.6339000084674702,1.0
-811.3066111264603,-312.651728476678,-177.73370250306226,-142.4476190125959,-111.79206390283983,-98.1501565691303,-80.44974769266022,2024-07-28,-157.66560521698136,1.7135463817881122,1.77000096354156,1.0
-928.2206233133631,-367.8203277140214,-231.9041803680824,-183.29872610134962,-139.81926982556266,-120.44869147549142,-95.85029906784145,2024-07-29,-192.8607540358167,1.7356852874426696,1.7850496526933455,1.0
-1153.1493701794868,-463.0893664092654,-299.94454764581707,-235.69525109534433,-175.97019870631797,-149.10835315218893,-115.4074733386469,2024-07-30,-237.62316829278265,1.7463484945659808,1.8094996240476082,1.0
-1439.4668054892481,-556.3146159528944,-400.65129631883843,-313.3714025722674,-227.9930637843753,-189.26532182104245,-141.68927136063536,2024-07-31,-298.1153983560822,1.8317206596313236,1.9235613489728798,1.0
-335.7118796750772,-314.10042386822954,-433.8244045869712,-371.25842342385107,-280.72679501861484,-234.25853955918978,-172.84043313180916,2024-08-01,-306.67126176756244,1.5024743144075128,1.4566037671676844,1.0
-172.96775972546104,-256.82880259209384,-362.59116460012393,-327.8507484712697,-271.832434730866,-240.41593256883186,-188.50142572682432,2024-08-02,-214.2426297018363,1.002404616649084,0.7910745759207866,1.0
-114.59595033011134,-158.6803919627907,-289.78019512624957,-281.1894641918226,-250.2225248371758,-230.25236796024163,-192.59051008617183,2024-08-03,-118.51432915226717,1.0911740615191405,0.9894682244767861,1.0
-482.4317423202706,-326.8865612562938,-262.61871446097956,-249.64438932514332,-229.64263132036018,-217.24164062695914,-191.54001844546912,2024-08-04,-476.0156614931286,1.3492448196390825,1.406338193981587,1.0
-607.5388849129826,-437.2099237721525,-362.1848442178962,-312.9150115773857,-265.3398764047984,-242.68163593202456,-208.1725266198171,2024-08-05,-326.835400895048,1.190176517321744,1.3403719897188902,1.0
-815.5769992552098,-531.1401352360274,-457.0780027234485,-402.0956842434266,-332.65293679041054,-296.82756291921936,-243.3488657733855,2024-08-06,-373.01095168077995,1.3154287488321734,1.4637755113863578,1.0
-1077.3308654389136,-764.3778811896341,-613.8763991797147,-530.1651528786118,-427.658958826822,-374.58480572671203,-294.9476174883885,2024-08-07,-476.87503075400105,1.5228356952172293,1.6538687767238822,1.0
-1081.4016146466715,-739.7357780014685,-676.457710502764,-621.0852586670308,-524.1617960253877,-464.7848560215144,-359.95207773319794,2024-08-08,-453.66542475487904,1.1237008784137532,1.1291651101120965,1.0
-1299.0911293017625,-938.7598760281873,-883.7586937704579,-793.6714637894133,-658.1458316593076,-579.7751516912683,-440.68964837488284,2024-08-09,-669.2155449795796,1.3815020116192245,1.5346088207770743,1.0
-1563.2277639986814,-995.1088311565366,-896.5865727589169,-865.942265897853,-777.8652033882779,-708.7439519884247,-541.6175036999033,2024-08-10,-635.3849726757597,0.9727333460815222,1.019018158572081,1.0
-1828.792158280917,-1106.4553649402126,-971.964225749197,-911.3993239944834,-821.7052789551857,-767.3413284472463,-616.3666483396896,2024-08-11,-632.4445357019429,0.7616754023310642,0.7747976527187634,1.0
-2139.3035844996907,-1153.5622832062031,-975.9571272637389,-937.8092469863515,-865.5371858517402,-817.1801169214069,-675.8890511388981,2024-08-12,-676.5182556396464,0.5657827389099495,0.5341709822750069,1.0
-260.3494615412692,-382.25955504012853,-869.9873575098246,-893.9878054170965,-853.1103255361908,-818.0304271504858,-702.816065507561,2024-08-13,-675.0776758188032,0.33271849860630487,0.27503077596736536,1.0
-3191.2359873168166,-1370.3096562590044,-861.3374783939736,-836.0674578163807,-791.0197340614491,-758.4957607917761,-667.3256173431085,2024-08-14,-2450.9129758012023,1.9938900196285667,1.6574757502964406,1.0
-1146.1877912961193,-904.076383196402,-863.4634778822827,-843.5016191298583,-798.3089571685719,-767.2668678536811,-684.2869988807696,2024-08-15,-726.2380829559061,0.22801381481401908,0.5982676114283582,1.0
-1331.9932902304954,-1156.5677460709726,-995.1498618630815,-953.1903911627244,-891.6161746270742,-853.7617869350311,-756.7149811291582,2024-08-16,-864.4648276329043,0.6756286642294196,0.7244877880219129,1.0
-1610.6573944254992,-1120.7788102171146,-988.1538530685597,-961.148450406783,-918.6727816035221,-891.8207290823096,-808.6718657111776,2024-08-17,-780.5487734505291,0.29214862313167506,0.23431780627006696,1.0
-0.0,-4.504173447088897,-204.83878439086325,-574.303637136997,-793.9353878502532,-837.9872009039464,-799.9215561260742,2024-08-18,-754.5419000210854,0.10023758922675939,0.061008042472875564,1.0
-1.5175270297717156,-6.883590720571125,-48.691601632022056,-108.35987104137864,-262.8932926461686,-378.83180351003574,-587.708952679517,2024-08-19,-2.5421236850962052,1.1636252162323444,0.28426905161190563,1.0
-7.599982154772877,-17.540912809511706,-52.59938516630837,-77.41647776717872,-133.02231796312608,-174.05614446268055,-302.58493269610466,2024-08-20,-15.725944683773754,0.9416359446555986,1.0450246957598208,1.0
-21.579967074879598,-35.780105434382385,-70.19745062917679,-86.58222993436027,-118.30188634251986,-140.45809963411008,-210.56523571879737,2024-08-21,-31.84657066745546,1.1063980326315561,1.1348690838215347,1.0
-54.75756557466503,-64.74515450312597,-90.68479295842414,-102.16207597396644,-124.29621005041862,-139.47849906839593,-185.74177783925367,2024-08-22,-61.5219094152259,0.9995055622649104,1.006986874847683,1.0
-137.27210974003663,-115.03014009096351,-117.49611720078202,-123.5289775640992,-138.26549040803772,-148.8043733986238,-181.49384634649655,2024-08-23,-133.93180754678093,1.060768925737299,1.103644837717541,1.0
-311.1326008236909,-210.94842978664,-162.9517949970771,-159.6384211741566,-164.28033604873607,-169.29174202788877,-189.2268027225207,2024-08-24,-230.4885634152994,1.205800692474929,1.292914961308084,1.0
-410.9213990385041,-310.28466920161446,-241.5073149791227,-222.02332511827979,-210.18389135135143,-207.05127971970953,-212.09618830868598,2024-08-25,-248.7392536326171,1.2198423816468893,1.3220103847991669,1.0
-120.50877751514271,-162.47745158064637,-263.43355443584204,-259.923497714166,-248.84185120343452,-243.12433180298618,-238.28934373518862,2024-08-26,-255.8598501621611,0.6751765652156598,0.5516413183511512,1.0
-334.5724844666296,-272.83669807777585,-252.2522534253914,-251.22204898970242,-249.72996178435505,-248.6661848933648,-246.912170867827,2024-08-27,-329.90061787917074,0.9450465306734857,0.9672906428392805,1.0
-541.3971376350507,-463.9615570236027,-348.6412533116767,-314.63430064590466,-288.1388844345668,-277.107140259289,-264.26956055581013,2024-08-28,-384.2461263869952,1.152390473327447,1.2843165461706132,1.0
-705.1014340034433,-501.30090553218264,-485.3953197573294,-431.09726944290276,-372.60254695019125,-344.63001435575706,-306.81093369107737,2024-08-29,-429.2719997171333,1.1727381617139692,1.3219632958068361,1.0
-955.9994360388446,-766.588082361486,-598.768864720093,-546.1236741549396,-473.6385288348209,-433.5398778176021,-368.6801179206957,2024-08-30,-534.9700434386763,1.2213927140067602,1.3434482097818754,1.0
-1174.9547497690096,-783.6034206921195,-806.4062837239297,-729.1447844468078,-617.1252164816127,-555.3534097617799,-452.391005613265,2024-08-31,-655.8319339241259,1.252254460163181,1.376551552886459,1.0
-1393.8679666546775,-1049.9240306074284,-830.7247802047452,-821.3090962094487,-751.8598863661049,-694.3258312855156,-558.4772182002838,2024-09-01,-714.9307670464685,0.9583466048180085,1.0681259005004544,1.0
-1599.938889460032,-1037.1177103091152,-997.112620389981,-921.932909873216,-828.3025074397785,-775.7867302906104,-643.3728144053237,2024-09-02,-756.6011381362347,0.8143319508923422,0.8529652946887625,1.0
-1726.7353330861565,-1093.0044059602792,-951.6667724992179,-917.4469514251365,-862.3728795523506,-825.4386541960647,-706.0495073361196,2024-09-03,-694.0601775831294,0.4290429425745056,0.3922129904281523,1.0
-1838.5838203690323,-1127.511702414999,-932.6719665935556,-900.4219832261141,-857.2544417779673,-829.7814710464904,-738.2369702061915,2024-09-04,-695.9761499531471,0.304123873585292,0.3009530748791003,1.0
-1030.06737138942,-841.4425289030471,-911.0029671951147,-900.1451545396798,-867.2778682157383,-842.487940854865,-759.4685150993471,2024-09-05,-749.2875185988373,0.2583973148904506,0.2483121231435384,1.0
